order_id,order_time,delivery_time,origin_hub,destination_lat,destination_lon,distance_km,parcel_weight_kg,vehicle_id,delivery_status,order_date,vehicle_id_telemetry,traffic_index,inventory_units,is_cancelled,order_hour
ORD100021,2025-01-02 13:00:00,2025-01-02 14:40:46.404573902,hub_1,0.8908751706550007,0.26344509201709343,-0.43772067713973184,-0.7772492366068043,V045,late,2025-01-02,V045,-1.6409992369594772,4031.0,False,13
ORD100022,2025-01-06 09:00:00,2025-01-06 10:33:30.685231155,hub_3,0.2660711490733476,0.9254559780817431,-0.7643719862887576,-1.0345072376480338,V038,on-time,2025-01-06,V038,-2.307911540372945,3754.0,False,9
ORD100023,2025-01-01 20:00:00,2025-01-01 22:21:32.183308771,hub_2,0.4417072223800034,0.4881305781981382,-0.444681153117135,1.2473548076665693,V011,late,2025-01-01,V011,-0.9129978431818305,1456.0,False,20
ORD100024,2025-01-07 16:00:00,2025-01-07 18:01:25.841422923,hub_1,0.9136255672530993,0.43717408171607985,-0.6554076788640407,-1.2165352284595832,V091,late,2025-01-07,V091,-0.13646195970651812,9590.0,False,16
ORD100025,2025-01-03 09:00:00,2025-01-03 11:22:49.591674508,hub_1,0.5855686880204303,0.8038264139802322,-0.22895884286036433,0.8715126700592091,V058,on-time,2025-01-03,V058,0.008171860296847714,1008.0,False,9
ORD100026,2025-01-01 21:00:00,2025-01-01 23:39:27.266678658,hub_2,0.07133494777338711,0.49461824903698925,2.4233644575762945,0.009744989107022465,V083,on-time,2025-01-01,V083,-1.8714992864042643,1456.0,False,21
ORD100027,2025-01-04 16:00:00,2025-01-04 17:48:43.239748388,hub_3,0.1944620815012783,0.26689371201615586,-0.2895145615394887,-0.41653156467745556,V031,on-time,2025-01-04,V031,-0.5696571922302249,9803.0,False,16
ORD100028,2025-01-03 00:00:00,2025-01-03 02:24:10.384832671,hub_2,0.2371945162344673,0.43512812413581514,0.6228742692011545,0.5207444986680131,V039,on-time,2025-01-03,V039,-2.474446845629206,8701.0,False,0
ORD100029,2025-01-03 10:00:00,2025-01-03 12:12:57.529958324,hub_2,0.9937932194152239,0.43963637041241554,1.283558652831395,-1.0670903098156728,V029,on-time,2025-01-03,V029,-1.127064494549156,8701.0,False,10
ORD100030,2025-01-08 01:00:00,2025-01-08 03:27:27.480312108,hub_3,0.2241180014082218,0.2951566531157255,0.2911759289262492,-0.561766140142939,V085,on-time,2025-01-08,V085,-0.39176609061830386,1641.0,False,1
ORD100031,2025-01-01 14:00:00,2025-01-01 15:38:03.407114328,hub_1,0.8696871676449334,0.42038896592163155,-0.44456363820878236,-0.7976761101376639,V027,on-time,2025-01-01,V027,-1.3638559413847686,,False,14
ORD100032,2025-01-08 06:00:00,2025-01-08 08:35:22.828691986,hub_2,0.07806921256146637,0.12010330840718098,-0.7227147032602546,0.664799683561474,V056,on-time,2025-01-08,V056,0.33790045540563257,5493.0,False,6
ORD100033,2025-01-03 02:00:00,2025-01-03 05:26:11.653281517,hub_1,0.18169812220527604,0.9401674841817567,1.0089672934864207,-0.6990109967621742,V062,on-time,2025-01-03,V062,0.9599054440886191,1008.0,False,2
ORD100034,2025-01-05 11:00:00,2025-01-05 13:48:18.290721715,hub_1,0.8720583961645474,0.639983755699518,-0.4137362757859696,0.93893716993626,V010,on-time,2025-01-05,V010,0.7353461409137804,1142.0,False,11
ORD100035,2025-01-03 06:00:00,2025-01-03 07:26:02.896377342,hub_1,0.898940664141783,0.1931782680131846,-0.8523656525634862,-0.7552448759409383,V042,on-time,2025-01-03,V042,-1.1570530849489917,1008.0,False,6
ORD100036,2025-01-03 15:00:00,2025-01-03 16:46:49.066998614,hub_3,0.17617347460584654,0.789420639109494,-0.6635418481876989,-0.7962471145375462,V057,on-time,2025-01-03,V057,0.08917458189670209,9211.0,False,15
ORD100037,2025-01-06 10:00:00,2025-01-06 12:38:44.969290515,hub_1,0.22983140870366014,0.26636099204597485,-0.10595010359712367,2.126518489979633,V086,on-time,2025-01-06,V086,-0.2343440257170459,4562.0,False,10
ORD100038,2025-01-03 02:00:00,2025-01-03 04:20:44.934467992,hub_2,0.5305577752359554,0.5962650880040314,0.21143456917533526,-0.26761377448102225,V073,on-time,2025-01-03,V073,0.3864285959636525,8701.0,False,2
ORD100039,2025-01-06 14:00:00,2025-01-06 16:27:59.477649987,hub_2,0.05265556659306725,0.9144266975770279,0.025020913828003772,1.298020419383444,V040,on-time,2025-01-06,V040,-0.7923301650997788,3875.0,False,14
ORD100040,2025-01-01 20:00:00,2025-01-01 22:42:42.361041693,hub_2,0.9452900840531839,0.7652772960169045,0.45895354065313554,-0.13788918022512636,V062,on-time,2025-01-01,V062,-0.8234006926556886,1456.0,False,20
ORD100042,2025-01-07 22:00:00,2025-01-08 01:10:55.368296137,hub_1,0.48927686959374483,0.5458067707020291,-0.09646707815418111,-1.1633078671666357,V054,on-time,2025-01-07,V054,0.42066630450236653,,False,22
ORD100043,2025-01-01 17:00:00,2025-01-01 20:09:43.474195450,hub_3,0.105022923319666,0.7076749049571163,0.7399706298712915,-0.12299001662140775,V080,on-time,2025-01-01,V080,1.8065674533314586,2460.0,False,17
ORD100044,2025-01-06 11:00:00,2025-01-06 11:58:51.702839666,hub_1,0.03251649769072884,0.20200861936467618,-0.8418887766931886,-0.5632583908220803,V042,late,2025-01-06,V042,-1.7323309404406013,4562.0,False,11
ORD100045,2025-01-04 16:00:00,2025-01-04 18:49:21.497148814,hub_1,0.4678050092145227,0.10052948946741935,-0.14957575315868651,-0.9083098652177917,V092,on-time,2025-01-04,V092,-0.02034156861647088,4321.0,False,16
ORD100046,2025-01-03 11:00:00,2025-01-03 13:37:13.430541579,hub_3,0.12164255831764592,0.14801222584725338,-0.9644917492435194,0.28872101379338644,V053,on-time,2025-01-03,V053,0.8134607915167218,9211.0,False,11
ORD100047,2025-01-01 13:00:00,2025-01-01 17:25:41.395706634,hub_3,0.6303128537564788,0.963224765542634,1.2897859665955123,-0.5346274798214865,V006,on-time,2025-01-01,V006,1.9544091422206784,2460.0,False,13
ORD100048,2025-01-01 08:00:00,2025-01-01 10:03:23.209927869,hub_3,0.7944815936214056,0.8450562264162613,-0.9076238187742698,-0.4941068229425128,V079,on-time,2025-01-01,V079,-1.2576364278028975,2460.0,False,8
ORD100049,2025-01-04 17:00:00,2025-01-04 19:46:24.153640597,hub_1,0.03164296228000296,0.8579473001551037,-0.20479357773149579,-0.5022290792432902,V012,on-time,2025-01-04,V012,-2.0877187443607164,4321.0,False,17
ORD100050,2025-01-03 04:00:00,2025-01-03 06:25:41.523009344,hub_3,0.6122159928222928,0.24622788138259466,-1.507084717111268,0.2615664596783332,V039,on-time,2025-01-03,V039,0.91407664372084,9211.0,False,4
ORD100051,2025-01-06 09:00:00,2025-01-06 12:10:53.779035878,hub_1,0.8156278299234572,0.5582371155829833,-1.149478226211876,0.33943044849466236,V027,late,2025-01-06,V027,1.3073463419059785,4562.0,False,9
ORD100052,2025-01-04 11:00:00,2025-01-04 13:27:51.223669729,hub_1,0.4394150231125096,0.48756835315919034,0.2805017199483788,-0.6167196137696653,V002,on-time,2025-01-04,V002,-0.5186440845810124,4321.0,False,11
ORD100053,2025-01-04 19:00:00,2025-01-04 20:46:10.851858238,hub_2,0.9597111184559353,0.8343124259110937,-0.9764622406567225,-0.6905446943541271,V021,on-time,2025-01-04,V021,0.2731249348232863,1177.0,False,19
ORD100054,2025-01-05 14:00:00,2025-01-05 16:50:35.321769690,hub_1,0.11116970420643213,0.42173909997131886,-0.452936943473127,-0.5198602809505469,V056,on-time,2025-01-05,V056,0.03665111194900911,1142.0,False,14
ORD100055,2025-01-08 03:00:00,2025-01-08 07:01:27.798847471,hub_3,0.3229671626345194,0.5378915537527291,1.3369537197734558,-0.44897034649550616,V089,on-time,2025-01-08,V089,1.6212499639596847,1641.0,False,3
ORD100056,2025-01-01 07:00:00,2025-01-01 10:09:12.666179091,hub_3,0.23005426675515395,0.5810871510585116,-0.8157207303591665,-0.11962358826528674,V014,on-time,2025-01-01,V014,0.3889115843691128,2460.0,False,7
ORD100057,2025-01-08 06:00:00,2025-01-08 08:36:41.852897427,hub_3,0.9961989714305091,0.37134514914561123,-1.3005454804420293,0.7934725285299079,V010,on-time,2025-01-08,V010,0.44835626954950686,1641.0,False,6
ORD100058,2025-01-02 10:00:00,2025-01-02 12:58:31.824397099,hub_1,0.2941579785849697,0.03392247597383857,-0.8708122811367608,-0.07917299105899972,V087,on-time,2025-01-02,V087,0.1286830523286224,4031.0,False,10
ORD100059,2025-01-04 08:00:00,2025-01-04 12:26:43.042388694,hub_1,0.3879118705121911,0.4952323198384079,0.3475441059099592,-0.7797612151255018,V083,on-time,2025-01-04,V083,1.2854075480151328,4321.0,False,8
ORD100060,2025-01-07 19:00:00,2025-01-07 20:51:29.240901795,hub_2,0.8476187624178593,0.49326490992569916,-1.516013622925794,1.1416044032232722,V041,late,2025-01-07,V041,0.6316260584456105,5104.0,False,19
ORD100061,2025-01-03 01:00:00,2025-01-03 04:46:52.477874295,hub_2,0.929968852984878,0.04083513264134808,0.6931308438187277,-0.4443639350327473,V006,on-time,2025-01-03,V006,1.451928344489833,8701.0,False,1
ORD100062,2025-01-05 07:00:00,2025-01-05 09:23:15.410709409,hub_3,0.9377528647268107,0.4862806073006709,0.14318153953037624,-1.0599330805433778,V019,on-time,2025-01-05,V019,0.24108561947064114,1198.0,False,7
ORD100063,2025-01-06 11:00:00,2025-01-06 13:18:42.366384788,hub_2,0.5581595123092384,0.5111410872114561,-0.46025550589183917,-0.9096822074272034,V051,on-time,2025-01-06,V051,-1.0649559903847905,3875.0,False,11
ORD100064,2025-01-01 01:00:00,2025-01-01 04:41:28.068827992,hub_3,0.6632976221654943,0.134451142137209,-0.7019988099554121,0.4149160750305995,V003,on-time,2025-01-01,V003,1.3681300124837406,2460.0,False,1
ORD100065,2025-01-06 13:00:00,2025-01-06 15:59:07.519704936,hub_3,0.34915540296828596,0.14398433422127255,-0.5347679083743179,0.270763142909327,V019,on-time,2025-01-06,V019,1.6355118416192715,3754.0,False,13
ORD100066,2025-01-03 05:00:00,2025-01-03 08:36:20.978831764,hub_3,0.6071520308068941,0.9365378554171571,1.0481982841383446,1.4698681725664076,V047,on-time,2025-01-03,V047,0.6140663253894605,9211.0,False,5
ORD100067,2025-01-05 09:00:00,2025-01-05 11:37:59.261065078,hub_2,0.30273001263304167,0.19037189922050857,0.07898733534484284,3.355568972263975,V015,late,2025-01-05,V015,-0.4500484658299039,9709.0,False,9
ORD100068,2025-01-01 03:00:00,2025-01-01 06:11:31.103363328,hub_3,0.7460268389107512,0.31211310945411697,-0.3064217498371768,1.6434655362334556,V051,on-time,2025-01-01,V051,-0.8859971919147526,2460.0,False,3
ORD100071,2025-01-02 19:00:00,2025-01-02 21:58:09.420273231,hub_3,0.1434598914578018,0.6419649136707903,0.25148842752351785,-1.2051828123752848,V046,on-time,2025-01-02,V046,0.46345467304321386,6169.0,False,19
ORD100072,2025-01-07 17:00:00,2025-01-07 18:46:17.911472952,hub_2,0.5717971115955933,0.912732074074313,-0.18400798425650283,-1.0020717778843131,V084,on-time,2025-01-07,V084,-0.6773482497231527,5104.0,False,17
ORD100073,2025-01-01 13:00:00,2025-01-01 16:47:39.317815204,hub_1,0.5206655711237076,0.4027765913293706,0.10920373037211699,0.7408625764611121,V086,late,2025-01-01,V086,0.680555964232764,9957.0,False,13
ORD100074,2025-01-04 22:00:00,2025-01-05 00:53:04.568870317,hub_2,0.2636979623815847,0.7800758424044716,0.06085011542854093,0.30443395902528053,V024,on-time,2025-01-04,V024,-0.5092085429996476,1177.0,False,22
ORD100075,2025-01-02 23:00:00,2025-01-03 01:15:49.758451617,hub_3,0.027973802846219087,0.3774184635640836,-0.8592230035965056,-1.1050092203764434,V093,on-time,2025-01-02,V093,-0.1459090850199588,6169.0,False,23
ORD100076,2025-01-01 14:00:00,2025-01-01 15:47:46.112173076,hub_1,0.1485098769857487,0.24003526963332433,-0.38522246138164407,1.2662701245956822,V027,on-time,2025-01-01,V027,-0.08041244657205375,9957.0,False,14
ORD100077,2025-01-02 15:00:00,2025-01-02 15:55:13.363469284,hub_1,0.9679579288300459,0.8912849595678836,-0.4133999002292939,-0.458206399547646,V071,on-time,2025-01-02,V071,-0.6923443598992645,4031.0,False,15
ORD100078,2025-01-04 09:00:00,2025-01-04 12:47:15.993673936,hub_1,0.9413102957605872,0.48365890775062326,1.1221406545148578,-0.15310169692071005,V022,on-time,2025-01-04,V022,-0.7247477231135337,4321.0,False,9
ORD100079,2025-01-05 14:00:00,2025-01-05 16:34:03.749538064,hub_2,0.11927582318747909,0.3905054806691055,-0.5259791187516407,-0.5344595408313291,V038,on-time,2025-01-05,V038,0.7386019288895449,9709.0,False,14
ORD100080,2025-01-03 04:00:00,,hub_2,0.3748448334868755,0.9056384285482295,0.6259709437698044,-1.1108948898959137,V020,cancelled,2025-01-03,V020,-0.5140291094931024,8701.0,True,4
ORD100081,2025-01-01 23:00:00,2025-01-02 02:07:54.427226343,hub_2,0.4651146215031332,0.9394168510406757,0.43287884956090433,-1.3098061006112085,V005,on-time,2025-01-01,V005,-0.07639800846119564,1456.0,False,23
ORD100082,2025-01-07 09:00:00,2025-01-07 12:12:51.537244730,hub_1,0.4780604161393285,0.4514247453635676,-0.6343261334633813,-0.7102245296254168,V011,on-time,2025-01-07,V011,0.2944350223619354,9590.0,False,9
ORD100083,2025-01-06 03:00:00,2025-01-06 05:52:34.499272245,hub_3,0.29880161808827665,0.019663060616608163,-0.5290848553879888,1.6230482901075596,V060,on-time,2025-01-06,V060,-0.9123984682570134,3754.0,False,3
ORD100084,2025-01-02 16:00:00,2025-01-02 17:48:56.757078306,hub_3,0.9129575430162831,0.03244736648593971,-1.6139881958663764,0.40002025454896933,V059,on-time,2025-01-02,V059,1.123829882526551,6169.0,False,16
ORD100085,2025-01-07 12:00:00,2025-01-07 15:15:12.482567427,hub_1,0.908495144347917,0.6090337092911113,1.0038491550702504,-0.5480574573899875,V009,on-time,2025-01-07,V009,-1.0857752110112615,9590.0,False,12
ORD100086,2025-01-01 14:00:00,2025-01-01 17:02:42.415062914,hub_3,0.01889977567430634,0.8520272202001706,0.13218230368671904,1.0847652126713059,V050,on-time,2025-01-01,V050,-1.8942329682983994,2460.0,False,14
ORD100087,2025-01-02 20:00:00,2025-01-02 23:31:32.722310892,hub_1,0.6499962753927662,0.8752453028751006,-0.26153158285464745,-0.06690801738737749,V084,late,2025-01-02,V084,1.9317332085494274,4031.0,False,20
ORD100088,2025-01-03 16:00:00,2025-01-03 18:38:09.400317889,hub_3,0.07433583179519587,0.9011559931235524,-1.4210479132339056,-0.5869647123167377,V034,on-time,2025-01-03,V034,1.5496722853460576,9211.0,False,16
ORD100089,2025-01-04 16:00:00,2025-01-04 18:08:38.466179174,hub_3,0.5974906031425817,0.8075206181156886,-0.544422318415199,-0.9566493865686269,V080,late,2025-01-04,V080,0.3019972931973364,9803.0,False,16
ORD100090,2025-01-03 22:00:00,2025-01-04 01:33:45.823583570,hub_3,0.8668958882952253,0.8722568758157081,0.012651681853963443,-0.8328397656854057,V018,on-time,2025-01-03,V018,1.6691939034307477,9211.0,False,22
ORD100091,2025-01-01 08:00:00,2025-01-01 12:40:12.692531506,hub_2,0.6495258319477273,0.8416501048863552,2.7631310003338303,-0.6758351051487821,V033,on-time,2025-01-01,V033,-0.048162466170007905,1456.0,False,8
ORD100092,2025-01-04 15:00:00,2025-01-04 17:51:36.093199125,hub_2,0.4689157591278743,0.840192659884508,0.392338579237185,0.6460277381902366,V093,on-time,2025-01-04,V093,0.5215603603827739,1177.0,False,15
ORD100093,2025-01-06 08:00:00,2025-01-06 11:12:27.694836230,hub_1,0.9579021162948891,0.32746099870769285,-0.9981919257179761,-0.9051946007767188,V007,on-time,2025-01-06,V007,0.9252327994462879,4562.0,False,8
ORD100094,2025-01-06 15:00:00,2025-01-06 17:51:49.486898703,hub_2,0.746597086843586,0.3936949868063948,-0.6634320074762768,-0.626568825179189,V032,on-time,2025-01-06,V032,-0.5842054237043836,3875.0,False,15
ORD100095,2025-01-03 14:00:00,,hub_1,0.24928932318743335,0.3170464647284348,-0.6266264582470685,0.5056315967363592,V092,cancelled,2025-01-03,V092,1.0171465413491696,1008.0,True,14
ORD100096,2025-01-06 18:00:00,2025-01-06 20:33:06.606477280,hub_2,0.38692198623992624,0.15456007177613174,-0.5202091345312383,-0.7544906354417936,V071,on-time,2025-01-06,V071,0.08806035493962704,3875.0,False,18
ORD100097,2025-01-04 08:00:00,2025-01-04 10:12:50.907713414,hub_3,0.7598743332090692,0.3320547345903151,0.2933967399936773,-0.49912637733236415,V042,on-time,2025-01-04,V042,0.3396275543270484,9803.0,False,8
ORD100098,2025-01-06 15:00:00,2025-01-06 17:45:26.070263247,hub_2,0.019285617649494213,0.9074100032244132,-1.2991259586240733,-0.6099930923475267,V022,on-time,2025-01-06,V022,0.8195917869020134,3875.0,False,15
ORD100099,2025-01-07 18:00:00,2025-01-07 20:26:55.069259787,hub_2,0.06393633789582509,0.9710903596134131,-0.9524141026838142,0.5391682352706598,V092,on-time,2025-01-07,V092,0.49398256118880446,5104.0,False,18
ORD100100,2025-01-07 18:00:00,2025-01-07 20:41:11.906803348,hub_2,0.8594258916650617,0.1504697664139485,-0.9016635733547591,0.5770790618742636,V093,late,2025-01-07,V093,0.07983443371751066,5104.0,False,18
ORD100101,2025-01-02 08:00:00,2025-01-02 10:57:24.633843660,hub_1,0.04291824084529594,0.6620234001001108,-0.4567605884322427,1.2929226348796274,V080,on-time,2025-01-02,V080,-0.24402792484366728,4031.0,False,8
ORD100102,2025-01-06 02:00:00,2025-01-06 05:40:03.201378808,hub_1,0.6785098048476996,0.9669664864663332,0.4148679799626009,-0.6207893688678598,V092,on-time,2025-01-06,V092,-0.12724901901028715,4562.0,False,2
ORD100103,2025-01-01 04:00:00,2025-01-01 06:58:41.205429732,hub_3,0.318888504073378,0.20666082658897267,-0.17927273965690238,0.07856404780654111,V039,on-time,2025-01-01,V039,0.4175280545593849,2460.0,False,4
ORD100104,2025-01-02 16:00:00,2025-01-02 18:34:20.474550534,hub_3,0.8258931799228364,0.8400499421977656,-0.5959095576849756,1.1738743971805474,V028,on-time,2025-01-02,V028,-0.8604563804378679,6169.0,False,16
ORD100105,2025-01-02 03:00:00,2025-01-02 05:42:24.473374315,hub_3,0.8473483281502325,0.2964745424119428,0.5086220439272259,-0.9149086578420498,V068,on-time,2025-01-02,V068,-0.3488831301846275,6169.0,False,3
ORD100107,2025-01-03 23:00:00,2025-01-04 01:27:38.382514855,hub_3,0.09552376683824804,0.9162594096365524,-0.2769520425401095,-1.1018205578371165,V071,on-time,2025-01-03,V071,1.2923229363715785,9211.0,False,23
ORD100108,2025-01-01 11:00:00,2025-01-01 14:20:44.159655120,hub_1,0.4228334341895206,0.05809635219350184,-0.12103602211780976,-0.44596016086118295,V009,on-time,2025-01-01,V009,-0.011012091589773886,9957.0,False,11
ORD100109,2025-01-07 17:00:00,2025-01-07 20:22:31.505646568,hub_3,0.5739506527460776,0.44852671968345703,-0.38234447459305476,3.1475157177586466,V010,on-time,2025-01-07,V010,0.43153486661417545,8286.0,False,17
ORD100110,2025-01-02 08:00:00,2025-01-02 12:04:51.666185971,hub_3,0.9160617057450864,0.5057121653293848,0.8341507672910685,-1.272889831278724,V006,on-time,2025-01-02,V006,1.7767655038704813,6169.0,False,8
ORD100111,2025-01-02 23:00:00,2025-01-03 02:30:57.593121242,hub_3,0.26649473776157606,0.9009520673635052,-0.9420796980927761,-0.03415615873868918,V098,on-time,2025-01-02,V098,0.6589552175140679,6169.0,False,23
ORD100112,2025-01-07 06:00:00,2025-01-07 10:16:06.702105612,hub_3,0.07160081201830337,0.5737806615293266,2.177640362150805,0.7114156343183494,V076,on-time,2025-01-07,V076,1.1219362639634183,8286.0,False,6
ORD100113,2025-01-03 13:00:00,2025-01-03 16:07:07.004705678,hub_3,0.20174279717886634,0.9450939810395766,1.5086769116825496,-1.2360436201392277,V038,late,2025-01-03,V038,-2.2790992192101385,9211.0,False,13
ORD100114,2025-01-02 12:00:00,2025-01-02 14:55:26.748594894,hub_1,0.4955674622521187,0.31787139254640806,-0.5658249691141042,0.9396977774015947,V011,late,2025-01-02,V011,-0.6302855133163721,4031.0,False,12
ORD100115,2025-01-05 02:00:00,2025-01-05 04:20:13.478420061,hub_2,0.6810470605864225,0.49364936228477063,-0.06964557497876789,0.6361104893257075,V094,on-time,2025-01-05,V094,-0.27392636241843044,9709.0,False,2
ORD100116,2025-01-08 03:00:00,2025-01-08 05:07:49.345418359,hub_3,0.6906704386456894,0.022698869109945008,-1.1140316659211598,0.4037863546148022,V002,on-time,2025-01-08,V002,0.5474233483079185,1641.0,False,3
ORD100117,2025-01-05 07:00:00,2025-01-05 10:49:14.361885447,hub_2,0.07463674164894485,0.9887939916235382,0.16892310126078658,0.6680678207521034,V007,on-time,2025-01-05,V007,0.7331183336850945,9709.0,False,7
ORD100118,2025-01-02 10:00:00,2025-01-02 13:38:31.908044558,hub_3,0.7614093209983395,0.23327417706656206,0.5766147669578379,-0.39738181868922895,V032,on-time,2025-01-02,V032,0.17998378221897526,6169.0,False,10
ORD100119,2025-01-05 04:00:00,2025-01-05 06:18:04.599746938,hub_2,0.6602346850659302,0.928822310052908,-0.020585099398225153,0.6961780818873812,V089,on-time,2025-01-05,V089,-0.8911423396055435,9709.0,False,4
ORD100120,2025-01-08 06:00:00,2025-01-08 10:43:01.647010398,hub_1,0.4075290412023591,0.4002221739786478,1.4665606873528592,-1.2208587908881885,V061,on-time,2025-01-08,V061,0.7381918200516887,2616.0,False,6
ORD100121,2025-01-06 10:00:00,2025-01-06 11:53:31.092630939,hub_2,0.5710782240500905,0.16519123065705799,-0.9225601188425566,-0.036647437492368394,V071,on-time,2025-01-06,V071,-0.3885823516791214,3875.0,False,10
ORD100122,2025-01-01 00:00:00,2025-01-01 04:32:07.843341613,hub_3,0.7677397389005307,0.4198650037316156,1.7998370493710993,-0.45853259069139163,V063,late,2025-01-01,V063,0.22159202441555056,2460.0,False,0
ORD100123,2025-01-01 04:00:00,2025-01-01 07:12:12.305302898,hub_2,0.26207317537092223,0.3239991629727683,0.028236182503837932,0.882397157066787,V099,late,2025-01-01,V099,0.38782519615945343,1456.0,False,4
ORD100124,2025-01-06 21:00:00,2025-01-06 23:53:26.172469762,hub_2,0.9400392241046163,0.951820008042148,0.16732163112228046,-0.6986734455363508,V054,late,2025-01-06,V054,0.36420037829489726,3875.0,False,21
ORD100125,2025-01-05 06:00:00,2025-01-05 08:13:22.679844585,hub_3,0.1377433938635022,0.7711592424886362,-0.9662428943840278,-0.809814735814444,V037,on-time,2025-01-05,V037,-1.4858211246201671,1198.0,False,6
