order_id,order_time,delivery_time,origin_hub,destination_lat,destination_lon,distance_km,parcel_weight_kg,vehicle_id,delivery_status,order_date,vehicle_id_telemetry,traffic_index,inventory_units
ORD100010,2025-01-04 15:00:00,2025-01-04 17:39:55.610781987,Hub 2,12.928881719639806,80.29776044752037,23.5513012078407,6.260243544603096,V089,On-time,2025-01-04,V089,0.3933968222704603,1177.0
ORD100011,2025-01-05 20:00:00,2025-01-05 21:47:03.906423927,Hub 3,12.985498974139354,80.0869490971806,12.489732438031698,3.778557242235704,V067,On-time,2025-01-05,V067,0.3441237848747838,1198.0
ORD100012,2025-01-05 03:00:00,2025-01-05 06:14:30.656304700,Hub 2,13.11290344815849,80.10803468169775,5.2130936878083896,6.336974939905258,V027,On-time,2025-01-05,V027,0.8633941886653828,9709.0
ORD100013,2025-01-05 07:00:00,2025-01-05 09:19:57.171631414,Hub 2,13.197822262298237,80.0769660397601,27.67113261588462,3.92662955171536,V004,On-time,2025-01-05,V004,0.6082202596907352,9709.0
ORD100014,2025-01-07 07:00:00,2025-01-07 08:26:22.074380998,Hub 2,13.044001222758006,80.33487543601584,24.32321227230453,2.7115653845208283,V065,On-time,2025-01-07,V065,0.4358689215181242,5104.0
ORD100015,2025-01-06 10:00:00,2025-01-06 14:00:54.768169771,Hub 3,12.918293543027191,80.1898865278262,24.63307580695036,2.891637879827941,V073,Late,2025-01-06,V073,0.7594238636693799,3754.0
ORD100016,2025-01-07 05:00:00,2025-01-07 08:29:30.150819765,Hub 3,12.864677168369784,80.19324795063731,30.840289129937744,4.500437929361574,V071,On-time,2025-01-07,V071,0.5648143522141766,8286.0
ORD100017,2025-01-03 04:00:00,2025-01-03 07:22:13.012569588,Hub 1,13.18029144396418,80.14044695441132,25.573086865291693,6.27381041571219,V036,On-time,2025-01-03,V036,0.3821409153196654,1008.0
ORD100018,2025-01-01 01:00:00,2025-01-01 04:48:50.408304609,Hub 2,13.019061620795297,80.19091084964731,34.07609783696113,2.311629368974742,V093,Late,2025-01-01,V093,0.5519811877496449,1456.0
ORD100019,2025-01-04 15:00:00,2025-01-04 17:41:38.491683219,Hub 3,13.1008074339812,80.12052827727187,23.551879145303104,4.970563726112309,V029,Late,2025-01-04,V029,0.376109373269539,9803.0
ORD100020,2025-01-07 13:00:00,2025-01-07 15:42:28.338762553,Hub 1,13.08106336230115,80.3354935104264,28.102069184205707,1.7311463795931636,V048,Late,2025-01-07,V048,0.5770781471012901,9590.0
ORD100021,2025-01-02 13:00:00,2025-01-02 14:40:46.404573902,Hub 1,13.161804949452687,80.1290361734566,17.610777874487333,2.538409322964695,V045,Late,2025-01-02,V045,0.2851580429336941,4031.0
ORD100022,2025-01-06 09:00:00,2025-01-06 10:33:30.685231155,Hub 3,12.943131700391794,80.32763419894614,13.691935534668088,1.7192784034184123,V038,On-time,2025-01-06,V038,0.1692101052073057,3754.0
ORD100023,2025-01-01 20:00:00,2025-01-01 22:21:32.183308771,Hub 2,13.004602032649002,80.19644004075096,17.527272903891614,8.984917364660102,V011,Late,2025-01-01,V011,0.4117267984333546,1456.0
ORD100024,2025-01-07 16:00:00,2025-01-07 18:01:25.841422923,Hub 1,13.169767291194562,80.18115349516654,14.999182527118522,1.139686107384321,V091,Late,2025-01-07,V091,0.5467336558547277,9590.0
ORD100025,2025-01-03 09:00:00,2025-01-03 11:22:49.591674508,Hub 1,13.054951667125776,80.29114629250807,20.115297808124197,7.788204669480536,V058,On-time,2025-01-03,V058,0.5718793805160449,1008.0
ORD100026,2025-01-01 21:00:00,2025-01-01 23:39:27.266678658,Hub 2,12.874976572740342,80.19838629064766,51.93527390348496,5.044264539041207,V083,On-time,2025-01-01,V083,0.2450838004251042,1456.0
ORD100027,2025-01-04 16:00:00,2025-01-04 17:48:43.239748388,Hub 3,12.918069461790054,80.13007073215782,19.38880963057439,3.6869644586968096,V031,On-time,2025-01-04,V031,0.4714192650615996,9803.0
ORD100028,2025-01-03 00:00:00,2025-01-03 02:24:10.384832671,Hub 2,12.933025255960096,80.18053972408781,30.3347568230082,6.671329572821481,V039,On-time,2025-01-03,V039,0.1402566354568358,8701.0
ORD100029,2025-01-03 10:00:00,2025-01-03 12:12:57.529958324,Hub 2,13.197824922647538,80.18189216228451,38.26100069012325,1.6155311856125658,V029,On-time,2025-01-03,V029,0.3745096311461482,8701.0
ORD100030,2025-01-08 01:00:00,2025-01-08 03:27:27.480312108,Hub 3,12.928448646519891,80.13854939076458,26.355365149044214,3.2245254641098566,V085,On-time,2025-01-08,V085,0.5023470291262401,1641.0
ORD100031,2025-01-01 14:00:00,2025-01-01 15:38:03.407114328,H1,13.154389425065386,80.17611809329541,17.528682732615742,2.4733684549214616,V027,On-time,2025-01-01,V027,0.3333415798276897,
ORD100032,2025-01-08 06:00:00,2025-01-08 08:35:22.828691986,Hub 2,12.877333477482276,80.08603477303507,14.191698798801996,7.130013289516765,V056,On-time,2025-01-08,V056,0.6292052844116588,5493.0
ORD100033,2025-01-03 02:00:00,2025-01-03 05:26:11.653281517,Hub 1,12.913602242704185,80.33204753432317,34.96672261741951,2.787526400327601,V062,On-time,2025-01-03,V062,0.737345733049634,1008.0
ORD100034,2025-01-05 11:00:00,2025-01-05 13:48:18.290721715,Hub 1,13.1552193240845,80.24199479196564,17.898519220956146,8.002889897386764,V010,On-time,2025-01-05,V010,0.6983043359017169,1142.0
ORD100035,2025-01-03 06:00:00,2025-01-03 07:26:02.896377342,Hub 1,13.164627766856407,80.10795668247187,12.636273746776675,2.6084730415402357,V042,On-time,2025-01-03,V042,0.3692958793614153,1008.0
ORD100036,2025-01-03 15:00:00,2025-01-03 16:46:49.066998614,Hub 3,12.91166868818348,80.28682467407974,14.90159673379091,2.4779184960288885,V057,On-time,2025-01-03,V057,0.5859623393573441,9211.0
ORD100037,2025-01-06 10:00:00,2025-01-06 12:38:44.969290515,Hub 1,12.930448264469437,80.12991092038365,21.59103613241988,11.784247813509316,V086,On-time,2025-01-06,V086,0.5297160905223294,4562.0
ORD100038,2025-01-03 02:00:00,2025-01-03 04:20:44.934467992,Hub 2,13.035698565966255,80.22887953772417,25.39870644885185,4.161131116008491,V073,On-time,2025-01-03,V073,0.6376422824856174,8701.0
ORD100039,2025-01-06 14:00:00,2025-01-06 16:27:59.477649987,Hub 2,12.868439033236664,80.32432550210005,23.162298068310776,9.146240895695264,V040,On-time,2025-01-06,V040,0.4327058212407528,3875.0
ORD100040,2025-01-01 20:00:00,2025-01-01 22:42:42.361041693,Hub 2,13.180849458609377,80.27958186226526,28.36819653864416,4.574185037560071,V062,On-time,2025-01-01,V062,0.4273039661906366,1456.0
ORD100041,2025-01-04 00:00:00,2025-01-04 03:34:44.848900898,Hub 3,12.976726853782088,80.08660801715276,62.953350504817465,2.1876502353226788,V034,On-time,2025-01-04,V034,0.1898175587023481,9803.0
ORD100042,2025-01-07 22:00:00,2025-01-08 01:10:55.368296137,hub1,13.021250788024451,80.2137424419503,21.704804179797986,1.309166462609218,V054,On-time,2025-01-07,V054,0.643594776804919,
ORD100043,2025-01-01 17:00:00,2025-01-01 20:09:43.474195450,Hub 3,12.886766924294642,80.26230160091494,31.73956422215297,4.621625216422491,V080,On-time,2025-01-01,V080,0.8845445677697752,2460.0
ORD100044,2025-01-06 11:00:00,2025-01-06 11:58:51.702839666,Hub 1,12.861390622090417,80.11060571797823,12.76196503776373,3.2197740135580712,V042,Late,2025-01-06,V042,0.2692793095328065,4562.0
ORD100045,2025-01-04 16:00:00,2025-01-04 18:49:21.497148814,Hub 1,13.013735917264462,80.0801627822951,21.06765833531461,2.121101356658813,V092,On-time,2025-01-04,V092,0.566922097132479,4321.0
ORD100046,2025-01-03 11:00:00,2025-01-03 13:37:13.430541579,Hub 3,12.892583579530015,80.09440722734635,11.291094704901433,5.9325474562208536,V053,On-time,2025-01-03,V053,0.7118851809352703,9211.0
ORD100047,2025-01-01 13:00:00,2025-01-01 17:25:41.395706634,Hub 3,13.070611540878271,80.33896453621516,38.335709898868615,3.3109372207681185,V006,On-time,2025-01-01,V006,0.9102480056115326,2460.0
ORD100048,2025-01-01 08:00:00,2025-01-01 10:03:23.209927869,Hub 3,13.128068456167677,80.30351490987292,11.973340412966603,3.439958369947357,V079,On-time,2025-01-01,V079,0.3518086758507818,2460.0
ORD100049,2025-01-04 17:00:00,2025-01-04 19:46:24.153640597,Hub 1,12.86108489610301,80.30738212995172,20.40520898094844,3.414096428839527,V012,On-time,2025-01-04,V012,0.2074923508176356,4321.0
ORD100050,2025-01-03 04:00:00,2025-01-03 06:25:41.523009344,Hub 3,13.064277875854374,80.12387114655384,4.781595932930389,5.846085092398909,V039,On-time,2025-01-03,V039,0.7293780364515643,9211.0
ORD100051,2025-01-06 09:00:00,2025-01-06 12:10:53.779035878,Hub 1,13.135469362752549,80.21747144701875,9.071808212139016,6.094010523291297,V027,Late,2025-01-06,V027,0.7977510597733067,4562.0
ORD100052,2025-01-04 11:00:00,2025-01-04 13:27:51.223669729,Hub 1,13.00379979283619,80.19627137768971,26.227306448788173,3.049549023330825,V002,On-time,2025-01-04,V002,0.4802882941658256,4321.0
ORD100053,2025-01-04 19:00:00,2025-01-04 20:46:10.851858238,Hub 2,13.185896632345049,80.30029185476688,11.14748447814094,2.8144838129195966,V021,On-time,2025-01-04,V021,0.6179435518146821,1177.0
ORD100054,2025-01-05 14:00:00,2025-01-05 16:50:35.321769690,Hub 1,12.888918217342296,80.17652312282297,17.42822802058771,3.3579572129211983,V056,On-time,2025-01-05,V056,,1142.0
ORD100055,2025-01-08 03:00:00,2025-01-08 07:01:27.798847471,Hub 3,12.963044562208111,80.21136793952058,38.90158238445397,3.58367667339165,V089,On-time,2025-01-08,V089,0.8523256679124612,1641.0
ORD100056,2025-01-01 07:00:00,2025-01-01 10:09:12.666179091,Hub 3,12.93052626187745,80.22432627678566,13.0759036170741,4.632344204923433,V014,On-time,2025-01-01,V014,0.6380739695058419,2460.0
ORD100057,2025-01-08 06:00:00,2025-01-08 08:36:41.852897427,Hub 3,13.19866690443934,80.16140533648249,7.259451318240039,7.5397183536665,V010,On-time,2025-01-08,V010,0.6484088945329904,1641.0
ORD100058,2025-01-02 10:00:00,2025-01-02 12:58:31.824397099,Hub 1,12.952961723971953,80.06018120549324,12.414969171974288,4.761142278264879,V087,On-time,2025-01-02,V087,0.5928311969955351,4031.0
ORD100059,2025-01-04 08:00:00,2025-01-04 12:26:43.042388694,Hub 1,12.985774361937905,80.19857050702724,27.03161530447037,2.530410973970405,V083,On-time,2025-01-04,V083,0.7939368282846566,4321.0
ORD100060,2025-01-07 19:00:00,2025-01-07 20:51:29.240901795,Hub 2,13.146665771398144,80.197980299627,4.674475669903192,8.648199261886123,V041,Late,2025-01-07,V041,0.6802717855927157,5104.0
ORD100061,2025-01-03 01:00:00,2025-01-03 04:46:52.477874295,Hub 2,13.175487227795244,80.06225494777445,31.17762636478128,3.5983438714652816,V006,On-time,2025-01-03,V006,0.8228877755695905,8701.0
ORD100062,2025-01-05 07:00:00,2025-01-05 09:23:15.410709409,Hub 3,13.178211530263765,80.19588506412566,24.57987347649852,1.638320400220041,V019,On-time,2025-01-05,V019,0.6123732654032744,1198.0
ORD100063,2025-01-06 11:00:00,2025-01-06 13:18:42.366384788,Hub 2,13.045358813527178,80.2033430113089,17.340427079738046,2.1167317046698457,V051,On-time,2025-01-06,V051,0.3853076820087132,3875.0
ORD100064,2025-01-01 01:00:00,2025-01-01 04:41:28.068827992,Hub 3,13.082155779116787,80.09033900957985,14.440227788328125,6.334363050429996,V003,On-time,2025-01-01,V003,0.8083187779198443,2460.0
ORD100065,2025-01-06 13:00:00,2025-01-06 15:59:07.519704936,Hub 3,12.972210104367196,80.09319889174245,16.44650028528956,5.875368098413453,V019,On-time,2025-01-06,V019,0.8548052072675928,3754.0
ORD100066,2025-01-03 05:00:00,2025-01-03 08:36:20.978831764,Hub 3,13.062505555272596,80.33095867442512,35.437377603007434,9.693418466526827,V047,On-time,2025-01-03,V047,0.6772188881960632,9211.0
ORD100067,2025-01-05 09:00:00,2025-01-05 11:37:59.261065078,Hub 2,12.955961823957876,80.10711479404866,23.80973431499129,15.697646998948168,V015,Late,2025-01-05,V015,0.492214180808714,9709.0
ORD100068,2025-01-01 03:00:00,2025-01-01 06:11:31.103363328,Hub 3,13.111109924725762,80.14363619344259,19.185973751787053,10.246166942981832,V051,On-time,2025-01-01,V051,0.4164210735511824,2460.0
ORD100069,2025-01-03 05:00:00,2025-01-03 09:58:24.479444953,Hub 2,12.957523540793163,80.13930177072531,80.0,2.9526589366289118,V039,Late,2025-01-03,V039,0.6927554064301933,8701.0
ORD100070,2025-01-07 01:00:00,,Hub 1,13.15779374788472,80.2472733688581,64.83137533968832,5.248408618290457,V087,Cancelled,2025-01-07,V087,0.6457906936710933,9590.0
ORD100071,2025-01-02 19:00:00,2025-01-02 21:58:09.420273231,Hub 3,12.900219361245256,80.2425891236746,25.87923339477745,1.175833146499008,V046,On-time,2025-01-02,V046,0.6510338704692507,6169.0
ORD100072,2025-01-07 17:00:00,2025-01-07 18:46:17.911472952,Hub 2,13.050131795201958,80.32381712846349,20.654574164820737,1.8225556110256695,V084,On-time,2025-01-07,V084,0.4526963295812242,5104.0
ORD100073,2025-01-01 13:00:00,2025-01-01 16:47:39.317815204,Hub 1,13.032236423696231,80.17083452033336,24.172241015172805,7.372203880876626,V086,Late,2025-01-01,V086,0.6887786337047225,9957.0
ORD100074,2025-01-04 22:00:00,2025-01-05 00:53:04.568870317,Hub 2,12.942301116037996,80.28402130903955,23.59214172208302,5.982578783621703,V024,On-time,2025-01-04,V024,0.4819287371177568,1177.0
ORD100075,2025-01-02 23:00:00,2025-01-03 01:15:49.758451617,Hub 3,12.859800738211906,80.16322728273303,12.554005968217307,1.49479421358401,V093,On-time,2025-01-02,V093,0.5450911989800685,6169.0
ORD100076,2025-01-01 14:00:00,2025-01-01 15:47:46.112173076,Hub 1,12.901986790238928,80.12201341204837,18.240600027087066,9.045145310484694,V027,On-time,2025-01-01,V027,0.5564783035771437,9957.0
ORD100077,2025-01-02 15:00:00,2025-01-02 15:55:13.363469284,Hub 1,13.188782908291753,80.31738316388211,17.902554725289544,3.5542683105848307,V071,On-time,2025-01-02,V071,0.4500891381410029,4031.0
ORD100078,2025-01-04 09:00:00,2025-01-04 12:47:15.993673936,Hub 1,13.17945658467378,80.19509857501343,36.32446571079113,4.525747116333009,V022,On-time,2025-01-04,V022,0.444455559151886,4321.0
ORD100079,2025-01-05 14:00:00,2025-01-05 16:34:03.749538064,Hub 2,12.891755253138532,80.16715328427064,16.551939571538977,3.3114719525116545,V038,On-time,2025-01-05,V038,0.6988703801919963,9709.0
ORD100080,2025-01-03 04:00:00,,Hub 2,12.981201069604268,80.32168909095738,30.371907690224624,1.476053751222816,V020,Cancelled,2025-01-03,V020,0.4810906438021466,8701.0
ORD100081,2025-01-01 23:00:00,2025-01-02 02:07:54.427226343,Hub 2,13.012794316695706,80.33182235032268,28.055377944051216,0.842703875682225,V005,On-time,2025-01-01,V005,0.5571762451471249,1456.0
ORD100082,2025-01-07 09:00:00,2025-01-07 12:12:51.537244730,Hub 1,13.017325175776296,80.18542858145572,15.252098252208222,2.751821576965632,V011,On-time,2025-01-07,V011,0.6216484777700566,9590.0
ORD100083,2025-01-06 03:00:00,2025-01-06 05:52:34.499272245,Hub 3,12.95458693716294,80.0559034937604,16.514679986513723,10.181156729398513,V060,On-time,2025-01-06,V060,0.4118310044677938,3754.0
ORD100084,2025-01-02 16:00:00,2025-01-02 17:48:56.757078306,Hub 3,13.169533491434525,80.05973868432349,3.499072743567152,6.286933516346978,V059,On-time,2025-01-02,V059,0.765845283114241,6169.0
ORD100085,2025-01-07 12:00:00,2025-01-07 15:15:12.482567427,Hub 1,13.167971710169182,80.23271002303674,34.905320207679914,3.2681750527086337,V009,On-time,2025-01-07,V009,0.3816880971182341,9590.0
ORD100086,2025-01-01 14:00:00,2025-01-01 17:02:42.415062914,Hub 3,12.856624947187504,80.30560615282727,24.447915422382422,8.467218541229599,V050,On-time,2025-01-01,V050,0.2411313714189797,2460.0
ORD100087,2025-01-02 20:00:00,2025-01-02 23:31:32.722310892,Hub 1,13.077500481431098,80.31257139384061,19.72452198987917,4.800194976805582,V084,Late,2025-01-02,V084,0.9063056165871516,4031.0
ORD100088,2025-01-03 16:00:00,2025-01-03 18:38:09.400317889,Hub 3,12.876026842963382,80.32034439581193,5.813781203198237,3.14429110983347,V034,On-time,2025-01-03,V034,0.839881326759938,9211.0
ORD100089,2025-01-04 16:00:00,2025-01-04 18:08:38.466179174,Hub 3,13.059124181745943,80.29225452450622,16.33067613343557,1.967184291244817,V080,Late,2025-01-04,V080,0.622963237901794,9803.0
ORD100090,2025-01-03 22:00:00,2025-01-04 01:33:45.823583570,Hub 3,13.153412513740628,80.31167488937851,23.013904143004936,2.361404444523922,V018,On-time,2025-01-03,V018,0.8606610980427735,9211.0
ORD100091,2025-01-01 08:00:00,2025-01-01 12:40:12.692531506,Hub 2,13.077335832368234,80.30249310037604,56.01145996525513,2.86132037109526,V033,On-time,2025-01-01,V033,0.5620852157606416,1456.0
ORD100092,2025-01-04 15:00:00,2025-01-04 17:51:36.093199125,Hub 2,13.014124665230316,80.3020558784123,27.56901550385102,7.07024185068346,V093,On-time,2025-01-04,V093,0.6611360002136158,1177.0
ORD100093,2025-01-06 08:00:00,2025-01-06 11:12:27.694836230,Hub 1,13.185263505210058,80.14824043872821,10.88679300847924,2.1310206183179945,V007,On-time,2025-01-06,V007,0.7313176216754377,4562.0
ORD100094,2025-01-06 15:00:00,2025-01-06 17:51:49.486898703,Hub 2,13.111309504056138,80.1681101108644,14.902914495019782,3.0181883132031118,V032,On-time,2025-01-06,V032,0.4688899408485643,3875.0
ORD100095,2025-01-03 14:00:00,,Hub 1,12.937258280463482,80.14511616097356,15.344471410972382,6.623208833306349,V092,Cancelled,2025-01-03,V092,0.7472975470236547,1008.0
ORD100096,2025-01-06 18:00:00,2025-01-06 20:33:06.606477280,Hub 2,12.985427915368206,80.09637152929375,16.621162188530498,2.610874606160667,V071,On-time,2025-01-06,V071,0.5857686222566537,3875.0
ORD100097,2025-01-04 08:00:00,2025-01-04 10:12:50.907713414,Hub 3,13.115956366913986,80.14961852313002,26.38200826418264,3.423975690355547,V042,On-time,2025-01-04,V042,0.6295055541130313,9803.0
ORD100098,2025-01-06 15:00:00,2025-01-06 17:45:26.070263247,Hub 2,12.856759986840618,80.32222054933685,7.27648135010183,3.0709668282409277,V022,On-time,2025-01-06,V022,0.7129511025976779,3875.0
ORD100099,2025-01-07 18:00:00,2025-01-07 20:26:55.069259787,Hub 2,12.872387155891897,80.34132415217411,11.43599047411432,6.729992285909988,V092,On-time,2025-01-07,V092,0.6563413833993706,5104.0
ORD100100,2025-01-07 18:00:00,2025-01-07 20:41:11.906803348,Hub 2,13.150798112460915,80.09514447006303,12.044845597398716,6.850703517945072,V093,Late,2025-01-07,V093,0.5843384812970067,5104.0
ORD100101,2025-01-02 08:00:00,2025-01-02 10:57:24.633843660,Hub 1,12.865031096371853,80.24860651082493,17.382355674944108,9.13000912489957,V080,On-time,2025-01-02,V080,0.5280324686621011,4031.0
ORD100102,2025-01-06 02:00:00,2025-01-06 05:40:03.201378808,Hub 1,13.087479844419702,80.34008702287363,27.839301178454683,3.036590583855981,V092,On-time,2025-01-06,V092,0.5483353978958566,4562.0
ORD100103,2025-01-01 04:00:00,2025-01-01 06:58:41.205429732,Hub 3,12.96161708496954,80.11200134331969,20.711382989725365,5.263390158484281,V039,On-time,2025-01-01,V039,0.643049167424051,2460.0
ORD100104,2025-01-02 16:00:00,2025-01-02 18:34:20.474550534,Hub 3,13.139062101210648,80.302013064236,15.71298268614327,8.75094961257294,V028,On-time,2025-01-02,V028,0.4208615440649904,6169.0
ORD100105,2025-01-02 03:00:00,2025-01-02 05:42:24.473374315,Hub 3,13.146571122935718,80.13894474712133,28.96407057353791,2.100090250888239,V068,On-time,2025-01-02,V068,0.5098025683334759,6169.0
ORD100106,2025-01-06 14:00:00,2025-01-06 18:36:38.017781103,Hub 2,13.183668687828604,80.17310024528535,78.14723492156706,2.6840542396824887,V073,On-time,2025-01-06,V073,0.7358012421019496,3875.0
ORD100107,2025-01-03 23:00:00,2025-01-04 01:27:38.382514855,Hub 3,12.883442343563118,80.32487530121057,19.539522424219097,1.5049471809062698,V071,On-time,2025-01-03,V071,0.7951391228208392,9211.0
ORD100108,2025-01-01 11:00:00,2025-01-01 14:20:44.159655120,Hub 1,12.997996453230272,80.06743317700415,21.41005006385661,3.593261355371096,V009,On-time,2025-01-01,V009,0.5685440999292104,9957.0
ORD100109,2025-01-07 17:00:00,2025-01-07 20:22:31.505646568,Hub 3,13.05088550648437,80.18455919669181,18.27512729259825,15.035188093927625,V010,On-time,2025-01-07,V010,0.6454843616220912,8286.0
ORD100110,2025-01-02 08:00:00,2025-01-02 12:04:51.666185971,Hub 3,13.170619907856434,80.20171437771842,32.86944522906556,0.9602483544628472,V006,On-time,2025-01-02,V006,0.8793632649769789,6169.0
ORD100111,2025-01-02 23:00:00,2025-01-03 02:30:57.593121242,Hub 3,12.943279950901587,80.32028321969814,11.55997253429246,4.904479624836608,V098,On-time,2025-01-02,V098,0.6850231743698688,6169.0
ORD100112,2025-01-07 06:00:00,2025-01-07 10:16:06.702105612,Hub 3,12.875069621754491,80.22213438776343,48.98731697786961,7.278442362488081,V076,On-time,2025-01-07,V076,0.7655160626663473,8286.0
ORD100113,2025-01-03 13:00:00,2025-01-03 16:07:07.004705678,Hub 3,12.920617617207936,80.33352544438347,40.961748979026666,1.0775697621171618,V038,Late,2025-01-03,V038,0.1742193533540843,9211.0
ORD100114,2025-01-02 12:00:00,2025-01-02 14:55:26.748594894,Hub 1,13.023452413314317,80.145363632789,16.07390810161064,8.005311734958275,V011,Late,2025-01-02,V011,0.4608785556433272,4031.0
ORD100115,2025-01-05 02:00:00,2025-01-05 04:20:13.478420061,Hub 2,13.088367850797576,80.19809563229148,22.02658229400555,7.038664503627618,V094,On-time,2025-01-05,V094,0.5228343906535061,9709.0
ORD100116,2025-01-08 03:00:00,2025-01-08 05:07:49.345418359,Hub 3,13.091735907459302,80.05681421227763,9.49706131040485,6.298925092887039,V002,On-time,2025-01-08,V002,0.6656324836313222,1641.0
ORD100117,2025-01-05 07:00:00,2025-01-05 10:49:14.361885447,Hub 2,12.87613215748301,80.34663510163917,24.88869551142317,7.140419310753534,V007,On-time,2025-01-05,V007,0.6979170141316792,9709.0
ORD100118,2025-01-02 10:00:00,2025-01-02 13:38:31.908044558,Hub 3,13.116493592596846,80.11998513779766,29.7797806421922,3.747938846186899,V032,On-time,2025-01-02,V032,0.6017502314835781,6169.0
ORD100119,2025-01-05 04:00:00,2025-01-05 06:18:04.599746938,Hub 2,13.0810837911268,80.32864407189037,22.61516180840445,7.229924725392653,V089,On-time,2025-01-05,V089,0.415526549247175,9709.0
ORD100120,2025-01-08 06:00:00,2025-01-08 10:43:01.647010398,Hub 1,12.992640115524672,80.17006821534834,40.45647978685203,1.125919524212855,V061,On-time,2025-01-08,V061,0.698799079552093,2616.0
ORD100121,2025-01-06 10:00:00,2025-01-06 11:53:31.092630939,Hub 2,13.049880193948038,80.09956079280416,11.794149319992464,4.896547185619604,V071,On-time,2025-01-06,V071,0.502900547126085,3875.0
ORD100122,2025-01-01 00:00:00,2025-01-01 04:32:07.843341613,Hub 3,13.118709156202025,80.17596090878598,44.45480301947729,3.55322969079286,V063,Late,2025-01-01,V063,0.6089841509215915,2460.0
ORD100123,2025-01-01 04:00:00,2025-01-01 07:12:12.305302898,Hub 2,12.941732461800218,80.14720191541085,23.200871711421463,7.822861783409825,V099,Late,2025-01-01,V099,0.637885092389862,1456.0
ORD100124,2025-01-06 21:00:00,2025-01-06 23:53:26.172469762,Hub 2,13.17901172619144,80.33554319924251,24.869482641892404,2.7886011915678486,V054,Late,2025-01-06,V054,0.6337777324018449,3875.0
ORD100125,2025-01-05 06:00:00,2025-01-05 08:13:22.679844585,Hub 3,12.89821866173146,80.2813463996466,11.270086181354808,2.4347180589283144,V037,On-time,2025-01-05,V037,0.3121369755668531,1198.0
ORD100126,2025-01-02 02:00:00,2025-01-02 04:45:25.312454312,Hub 2,13.165777984096245,80.11223049351256,5.96383142177184,1.6795327511994669,V088,On-time,2025-01-02,V088,0.4582338333745112,7294.0
ORD100127,2025-01-06 16:00:00,2025-01-06 18:46:51.825764834,Hub 3,13.109300284642384,80.21203309755222,24.09714140207092,1.5100527475129877,V030,On-time,2025-01-06,V030,0.7346082528405329,3754.0
ORD100128,2025-01-01 14:00:00,2025-01-01 15:44:34.708238138,Hub 1,13.081181516765218,80.25097942284407,15.817070729087815,3.952302720292924,V008,Late,2025-01-01,V008,0.195830494288028,9957.0
ORD100129,2025-01-04 17:00:00,2025-01-04 20:50:15.439037539,Hub 3,12.879017799040536,80.22379939922736,38.19794292863488,2.107933226892136,V017,On-time,2025-01-04,V017,,9803.0
ORD100130,2025-01-02 17:00:00,2025-01-02 20:26:24.646663921,Hub 1,13.17165161264449,80.32500960408275,23.867967353028337,4.432939073033403,V078,On-time,2025-01-02,V078,0.6536669020325627,4031.0
ORD100131,2025-01-06 03:00:00,2025-01-06 04:56:27.720493893,Hub 2,12.953365622689136,80.08389530881126,8.845732148215411,4.900853404091278,V006,On-time,2025-01-06,V006,0.5921682220755174,3875.0
