order_id,order_time,delivery_time,origin_hub,destination_lat,destination_lon,distance_km,parcel_weight_kg,vehicle_id,delivery_status
ORD100087,2025-01-02 20:00:00,2025-01-02 23:31:32.722310892,Hub 1,13.077500481431098,80.31257139384061,19.72452198987917,4.800194976805582,V084,Late
ORD100088,2025-01-03 16:00:00,2025-01-03 18:38:09.400317889,Hub 3,12.876026842963382,80.32034439581193,5.813781203198237,3.14429110983347,V034,On-time
ORD100089,2025-01-04 16:00:00,2025-01-04 18:08:38.466179174,Hub 3,13.059124181745945,80.29225452450622,16.33067613343557,1.967184291244817,V080,Late
ORD100090,2025-01-03 22:00:00,2025-01-04 01:33:45.823583570,Hub 3,13.153412513740628,80.31167488937851,23.013904143004936,2.361404444523922,V018,On-time
ORD100091,2025-01-01 08:00:00,2025-01-01 12:40:12.692531506,Hub 2,13.077335832368234,80.30249310037604,56.01145996525513,2.86132037109526,V033,On-time
ORD100092,2025-01-04 15:00:00,2025-01-04 17:51:36.093199125,Hub 2,13.014124665230316,80.3020558784123,27.56901550385102,7.07024185068346,V093,On-time
ORD100093,2025-01-06 08:00:00,2025-01-06 11:12:27.694836230,Hub 1,13.185263505210058,80.14824043872821,10.88679300847924,2.1310206183179945,V007,On-time
ORD100094,2025-01-06 15:00:00,2025-01-06 17:51:49.486898703,Hub 2,13.111309504056138,80.1681101108644,14.902914495019782,3.0181883132031113,V032,On-time
ORD100095,2025-01-03 14:00:00,,Hub 1,12.937258280463482,80.14511616097356,15.344471410972382,6.623208833306349,V092,Cancelled
ORD100096,2025-01-06 18:00:00,2025-01-06 20:33:06.606477280,Hub 2,12.985427915368206,80.09637152929375,16.621162188530498,2.610874606160667,V071,On-time
ORD100097,2025-01-04 08:00:00,2025-01-04 10:12:50.907713414,Hub 3,13.115956366913986,80.14961852313002,26.382008264182637,3.423975690355547,V042,On-time
ORD100098,2025-01-06 15:00:00,2025-01-06 17:45:26.070263247,Hub 2,12.856759986840618,80.32222054933685,7.27648135010183,3.0709668282409273,V022,On-time
ORD100099,2025-01-07 18:00:00,2025-01-07 20:26:55.069259787,Hub 2,12.872387155891895,80.34132415217411,11.43599047411432,6.729992285909988,V092,On-time
ORD100100,2025-01-07 18:00:00,2025-01-07 20:41:11.906803348,Hub 2,13.150798112460917,80.09514447006303,12.044845597398716,6.850703517945072,V093,Late
ORD100101,2025-01-02 08:00:00,2025-01-02 10:57:24.633843660,Hub 1,12.865031096371853,80.24860651082493,17.382355674944108,9.13000912489957,V080,On-time
ORD100102,2025-01-06 02:00:00,2025-01-06 05:40:03.201378808,Hub 1,13.087479844419702,80.34008702287363,27.839301178454683,3.036590583855981,V092,On-time
ORD100103,2025-01-01 04:00:00,2025-01-01 06:58:41.205429732,Hub 3,12.961617084969541,80.11200134331969,20.711382989725365,5.263390158484281,V039,On-time
ORD100104,2025-01-02 16:00:00,2025-01-02 18:34:20.474550534,Hub 3,13.139062101210648,80.302013064236,15.71298268614327,8.75094961257294,V028,On-time
ORD100105,2025-01-02 03:00:00,2025-01-02 05:42:24.473374315,Hub 3,13.146571122935718,80.13894474712133,28.96407057353791,2.100090250888239,V068,On-time
ORD100106,2025-01-06 14:00:00,2025-01-06 18:36:38.017781103,Hub 2,13.183668687828604,80.17310024528535,78.14723492156706,2.6840542396824887,V073,On-time
ORD100107,2025-01-03 23:00:00,2025-01-04 01:27:38.382514855,Hub 3,12.883442343563118,80.32487530121057,19.539522424219097,1.5049471809062698,V071,On-time
ORD100108,2025-01-01 11:00:00,2025-01-01 14:20:44.159655120,Hub 1,12.997996453230272,80.06743317700415,21.41005006385661,3.5932613553710957,V009,On-time
ORD100109,2025-01-07 17:00:00,2025-01-07 20:22:31.505646568,Hub 3,13.05088550648437,80.18455919669181,18.27512729259825,15.035188093927623,V010,On-time
ORD100110,2025-01-02 08:00:00,2025-01-02 12:04:51.666185971,Hub 3,13.170619907856434,80.20171437771842,32.86944522906556,0.9602483544628471,V006,On-time
ORD100111,2025-01-02 23:00:00,2025-01-03 02:30:57.593121242,Hub 3,12.943279950901587,80.32028321969814,11.55997253429246,4.904479624836608,V098,On-time
ORD100112,2025-01-07 06:00:00,2025-01-07 10:16:06.702105612,Hub 3,12.875069621754491,80.22213438776343,48.98731697786961,7.278442362488081,V076,On-time
ORD100113,2025-01-03 13:00:00,2025-01-03 16:07:07.004705678,Hub 3,12.920617617207935,80.33352544438347,40.961748979026666,1.0775697621171618,V038,Late
ORD100114,2025-01-02 12:00:00,2025-01-02 14:55:26.748594894,Hub 1,13.023452413314315,80.145363632789,16.07390810161064,8.005311734958275,V011,Late
ORD100115,2025-01-05 02:00:00,2025-01-05 04:20:13.478420061,Hub 2,13.088367850797576,80.19809563229148,22.02658229400555,7.038664503627618,V094,On-time
ORD100116,2025-01-08 03:00:00,2025-01-08 05:07:49.345418359,Hub 3,13.091735907459302,80.05681421227763,9.49706131040485,6.298925092887039,V002,On-time
ORD100117,2025-01-05 07:00:00,2025-01-05 10:49:14.361885447,Hub 2,12.87613215748301,80.34663510163917,24.888695511423172,7.140419310753534,V007,On-time
ORD100118,2025-01-02 10:00:00,2025-01-02 13:38:31.908044558,Hub 3,13.116493592596846,80.11998513779766,29.7797806421922,3.747938846186899,V032,On-time
ORD100119,2025-01-05 04:00:00,2025-01-05 06:18:04.599746938,Hub 2,13.081083791126801,80.32864407189037,22.61516180840445,7.229924725392653,V089,On-time
ORD100120,2025-01-08 06:00:00,2025-01-08 10:43:01.647010398,Hub 1,12.992640115524672,80.17006821534834,40.45647978685203,1.125919524212855,V061,On-time
ORD100121,2025-01-06 10:00:00,2025-01-06 11:53:31.092630939,Hub 2,13.049880193948038,80.09956079280416,11.794149319992465,4.896547185619604,V071,On-time
ORD100122,2025-01-01 00:00:00,2025-01-01 04:32:07.843341613,Hub 3,13.118709156202023,80.17596090878598,44.45480301947729,3.5532296907928598,V063,Late
ORD100123,2025-01-01 04:00:00,2025-01-01 07:12:12.305302898,Hub 2,12.941732461800218,80.14720191541085,23.200871711421463,7.822861783409825,V099,Late
ORD100124,2025-01-06 21:00:00,2025-01-06 23:53:26.172469762,Hub 2,13.17901172619144,80.33554319924251,24.869482641892404,2.7886011915678486,V054,Late
ORD100125,2025-01-05 06:00:00,2025-01-05 08:13:22.679844585,Hub 3,12.898218661731459,80.2813463996466,11.270086181354808,2.4347180589283144,V037,On-time
ORD100126,2025-01-02 02:00:00,2025-01-02 04:45:25.312454312,Hub 2,13.165777984096245,80.11223049351256,5.9638314217718404,1.6795327511994669,V088,On-time
ORD100127,2025-01-06 16:00:00,2025-01-06 18:46:51.825764834,Hub 3,13.109300284642385,80.21203309755222,24.097141402070918,1.5100527475129877,V030,On-time
ORD100128,2025-01-01 14:00:00,2025-01-01 15:44:34.708238138,Hub 1,13.081181516765218,80.25097942284407,15.817070729087817,3.952302720292924,V008,Late
ORD100129,2025-01-04 17:00:00,2025-01-04 20:50:15.439037539,Hub 3,12.879017799040536,80.22379939922736,38.19794292863488,2.107933226892136,V017,On-time
ORD100130,2025-01-02 17:00:00,2025-01-02 20:26:24.646663921,Hub 1,13.17165161264449,80.32500960408275,23.867967353028337,4.432939073033403,V078,On-time
ORD100131,2025-01-06 03:00:00,2025-01-06 04:56:27.720493893,Hub 2,12.953365622689137,80.08389530881126,8.845732148215411,4.900853404091278,V006,On-time
ORD100132,2025-01-08 10:00:00,2025-01-08 12:20:10.678711578,Hub 3,13.110964272209259,80.06213119345466,14.90188625432621,1.6298246673871128,V014,On-time
ORD100133,2025-01-03 14:00:00,2025-01-03 15:01:21.645859897,Hub 2,13.159680494441487,80.23357979186771,7.01075514650734,3.640108994356752,V050,Late
ORD100134,2025-01-04 23:00:00,2025-01-05 01:36:08.118311641,Hub 1,12.93549922269071,80.2735954180742,27.805559662504713,3.123287654420929,V026,Late
ORD100135,2025-01-03 03:00:00,2025-01-03 06:43:14.725684455,Hub 1,13.170110269808927,80.29284077154445,55.673278661562826,9.330718398357558,V091,On-time
ORD100136,2025-01-04 23:00:00,2025-01-05 01:48:30.163909384,Hub 2,13.06417957700791,80.1133383710681,13.598228776509112,1.6443531826181736,V087,On-time
ORD100137,2025-01-06 11:00:00,2025-01-06 12:58:36.278845953,Hub 3,13.080661123804125,80.10703618892813,2.3886014929748813,2.503233836303339,V041,On-time
ORD100138,2025-01-07 06:00:00,2025-01-07 08:58:51.425577966,Hub 3,13.170079510255501,80.3015726224376,30.715465015677186,7.98948189584819,V011,On-time
ORD100139,2025-01-06 22:00:00,2025-01-07 01:23:04.675413706,Hub 3,13.034357222683518,80.1512600559997,33.3638189264089,2.10934486447169,V014,Late
ORD100140,2025-01-08 02:00:00,2025-01-08 07:26:36.568033915,Hub 3,13.004226645165451,80.24790048125286,63.8838477324685,10.524742064621663,V058,On-time
ORD100141,2025-01-02 04:00:00,,Hub 1,13.071631118651421,80.09524336020495,52.45527839890085,5.153623438804685,V067,Cancelled
ORD100142,2025-01-02 11:00:00,2025-01-02 13:00:51.298547414,Hub 3,13.043908230970477,80.29029855092823,9.562999276326464,2.75947071782031,V069,On-time
ORD100143,2025-01-01 12:00:00,2025-01-01 16:10:33.701213146,Hub 2,12.871516499356565,80.33826494059983,28.83778176038753,8.802280072419306,V021,On-time
ORD100144,2025-01-07 15:00:00,2025-01-07 19:30:39.013167045,Hub 1,12.91317221642603,80.34149490148253,63.9566768566692,8.034002986272176,V099,On-time
ORD100145,2025-01-03 22:00:00,2025-01-04 02:18:07.814879845,Hub 2,12.854748267623055,80.20570371029281,51.54987268559832,2.0842186968853715,V079,On-time
ORD100146,2025-01-04 13:00:00,2025-01-04 17:14:00.688021051,Hub 2,12.887856993824329,80.12178879548784,27.761738704367026,14.477133203180792,V072,On-time
ORD100147,2025-01-02 03:00:00,2025-01-02 06:33:39.378709162,Hub 2,13.105447380922154,80.09230268942378,32.09306279845117,2.30671151956881,V098,On-time
ORD100148,2025-01-03 17:00:00,2025-01-03 19:32:33.460974963,Hub 1,12.851648906631873,80.12372009214764,15.304713242095383,2.89468572702211,V045,On-time
ORD100149,2025-01-08 01:00:00,2025-01-08 03:34:49.353257377,Hub 3,12.956541930112717,80.23648989316328,46.977883531463746,5.295611246505825,V064,On-time
ORD100150,2025-01-02 20:00:00,2025-01-02 23:35:05.335997830,Hub 2,13.007262491532511,80.18076321948458,27.734486438892844,1.2432974869115738,V044,On-time
ORD100151,2025-01-03 13:00:00,2025-01-03 17:10:55.267395279,Hub 2,13.178234287184576,80.19322127895008,58.0364645977115,1.451350210652573,V081,On-time
ORD100152,2025-01-06 13:00:00,2025-01-06 15:45:10.530494323,Hub 3,12.96445245622647,80.192285928755,16.32490535508221,3.5941721575813625,V065,Late
ORD100153,2025-01-02 03:00:00,2025-01-02 06:46:41.848891161,Hub 3,13.124095767087907,80.28803387723204,30.496892178446778,5.509488735467233,V041,On-time
ORD100154,2025-01-02 03:00:00,2025-01-02 04:42:36.226839146,Hub 3,12.993067952843408,80.29940431235599,2.4233542000521107,2.0062597381521146,V031,On-time
ORD100155,2025-01-05 11:00:00,2025-01-05 13:07:17.837699440,Hub 3,12.884471983028494,80.05418578035987,15.57546256119959,1.3310189491579205,V090,On-time
ORD100156,2025-01-02 19:00:00,2025-01-02 21:47:44.474277008,Hub 2,12.884595311798925,80.32546637770946,9.168063849208314,4.268067362047527,V015,On-time
ORD100157,2025-01-04 11:00:00,2025-01-04 14:33:07.489421924,Hub 1,13.00135183699388,80.16652796044313,16.858840755351952,7.860694352551046,V011,Late
ORD100158,2025-01-02 05:00:00,2025-01-02 08:28:52.342847356,Hub 3,12.870259096030663,80.12224492792754,19.827110542286494,3.5481574340650712,V037,On-time
ORD100159,2025-01-04 02:00:00,2025-01-04 04:48:00.578634220,Hub 3,13.050066734441453,80.34880497547954,25.255194062900983,6.471181770863595,V099,On-time
ORD100160,2025-01-06 07:00:00,2025-01-06 10:38:09.843296791,Hub 2,13.022777407378406,80.08675831305325,32.30217195250842,2.0104433591875615,V019,On-time
ORD100161,2025-01-04 19:00:00,2025-01-04 22:06:36.213994566,Hub 3,13.095887314993663,80.14631495324524,20.645612051956515,9.821423698999883,V016,On-time
ORD100162,2025-01-06 08:00:00,2025-01-06 10:19:28.673780311,Hub 2,12.91496753529344,80.32213019728295,15.523200137745803,1.74186227655084,V016,On-time
ORD100163,2025-01-06 00:00:00,2025-01-06 02:19:01.333052562,Hub 2,13.057525238804391,80.19268955480729,43.45851881224224,1.2704055226183202,V019,On-time
ORD100164,2025-01-02 02:00:00,2025-01-02 04:13:58.710841572,Hub 2,12.911082866720909,80.32774235158807,13.68812382299577,2.65182517408012,V091,On-time
ORD100165,2025-01-06 00:00:00,2025-01-06 02:31:03.121888353,Hub 2,13.102781799715427,80.1224542170975,19.240998831299954,7.893795667550387,V033,On-time
ORD100166,2025-01-05 19:00:00,2025-01-05 20:49:08.400833500,Hub 3,12.957505530387397,80.17222544147975,10.944595102928377,5.033958346925825,V038,On-time
ORD100167,2025-01-01 02:00:00,2025-01-01 04:27:18.971791128,Hub 1,13.065045670944667,80.06549582026088,31.865407020029885,9.749329192984098,V008,On-time
ORD100168,2025-01-05 06:00:00,2025-01-05 08:37:21.246510687,Hub 3,13.15893704102431,80.1862805237153,12.331296845429963,3.1082308738544446,V012,On-time
ORD100169,2025-01-07 10:00:00,2025-01-07 14:15:23.539365025,Hub 1,13.020881944163568,80.05014878368783,60.46108319330585,2.364525087595365,V032,On-time
ORD100170,2025-01-06 16:00:00,2025-01-06 18:57:32.083184811,Hub 3,12.91730223847524,80.14506433888472,35.5123973534284,3.6532205589461233,V072,On-time
