order_id,vehicle_id,traffic_index
ORD100123,V099,0.637885092389862
ORD100124,V054,0.6337777324018449
ORD100125,V037,0.3121369755668531
ORD100126,V088,0.45823383337451123
ORD100127,V030,0.7346082528405329
ORD100128,V008,0.19583049428802807
ORD100129,V017,
ORD100130,V078,0.6536669020325627
ORD100131,V006,0.5921682220755174
ORD100132,V014,0.5297056224673808
ORD100133,V050,0.7417547316383968
ORD100134,V026,0.762661128704789
ORD100135,V091,0.6208135305171716
ORD100136,V087,0.7143777806777563
ORD100137,V041,0.3859453979873258
ORD100138,V011,0.602933492751684
ORD100139,V014,0.7769429275877523
ORD100140,V058,0.8394397770619684
ORD100141,V067,0.4276635768748982
ORD100142,V069,0.578239234739065
ORD100143,V021,0.8554151851267702
ORD100144,V099,0.5212897680495445
ORD100145,V079,0.779826954716638
ORD100146,V072,0.7888171353584439
ORD100147,V098,0.8284943992535772
ORD100148,V045,0.44446095962258303
ORD100149,V064,0.30137493084350303
ORD100150,V044,0.5964980806122896
ORD100151,V081,0.7209908689364046
ORD100152,V065,0.49320395121915406
ORD100153,V041,0.7499245485584118
ORD100154,V031,0.3183623768811337
ORD100155,V090,0.23220786510972316
ORD100156,V015,
ORD100157,V011,0.7835783589318412
ORD100158,V037,0.8037845130244925
ORD100159,V099,0.43749325691074614
ORD100160,V019,0.5844288478632512
ORD100161,V016,0.6043985657985025
ORD100162,V016,0.6200484357503582
ORD100163,V019,0.29880939612072316
ORD100164,V091,0.6622446691251971
ORD100165,V033,0.2902401758458828
ORD100166,V038,0.4484180829776639
ORD100167,V008,0.5286897520709032
ORD100168,V012,0.5753031189401787
ORD100169,V032,0.5177136221233815
ORD100170,V072,0.47414801683897273
ORD100171,V040,0.864542461224232
ORD100172,V095,0.4624586025975841
ORD100173,V070,0.5867751521239218
ORD100174,V072,0.5209143276680919
ORD100175,V018,0.5141311984575723
ORD100176,V004,0.41266271982595465
ORD100177,V082,0.6953993526103657
ORD100178,V099,0.45794295718918504
ORD100179,V064,0.41332254402488017
ORD100180,V048,0.5656922540729363
ORD100181,V049,0.5281400531076464
ORD100182,V017,0.779088276909361
ORD100183,V031,0.49545892356712284
ORD100184,V029,0.49572627097287525
ORD100185,V007,0.7702234283275742
ORD100186,V081,0.6474965200358196
ORD100187,V088,0.339074289466614
ORD100188,V045,0.2555729870307325
ORD100189,V066,0.7365872949468836
ORD100190,V013,0.4305828749647086
ORD100191,V044,0.6963741352654604
ORD100192,V010,0.4138324899642637
ORD100193,V005,0.47754505886446674
ORD100194,V002,0.4775136689735708
ORD100195,V080,0.86849369245102
ORD100196,V058,0.6975139971937753
ORD100197,V060,0.505559982388181
ORD100198,V043,0.5026435671321671
ORD100199,V051,0.4928075670917718
ORD100200,V029,0.42223895155568836
ORD100201,V094,0.12476529872651786
ORD100202,V073,0.5908015400775494
ORD100203,V063,0.7679140404339087
ORD100204,V047,0.7626240419964802
ORD100205,V098,0.6379963731106862
ORD100206,V046,0.22858350636680722
ORD100207,V019,0.6165183312922509
ORD100208,V035,0.7209301140440104
ORD100209,V098,0.2982462540350289
ORD100210,V077,0.7107878757515954
ORD100211,V087,0.5286490674735888
ORD100212,V058,0.5331942432777946
ORD100213,V042,0.4850708862336521
ORD100214,V035,0.5835551457838749
ORD100215,V049,0.8668321406990741
ORD100216,V051,0.4945474520226618
ORD100217,V030,0.7540958787991163
ORD100218,V089,0.5386850958482152
ORD100219,V031,0.8417162174336569
ORD100220,V055,0.934954149723058
ORD100221,V048,0.533803856540846
ORD100222,V086,0.6797454591878784
ORD100223,V031,0.6554386919401245
ORD100224,V019,0.6746637040368729
ORD100225,V100,0.5122233367272188
ORD100226,V099,0.3260226543258723
ORD100227,V026,0.32165814750152216
ORD100228,V004,0.781789405968994
ORD100229,V046,0.575546959850012
ORD100230,V015,0.8301749191428894
ORD100231,V054,0.7303116781983847
ORD100232,V031,0.691671969462217
ORD100233,V033,0.5652265231180422
ORD100234,V071,0.49557868368218316
ORD100235,V078,0.731007735373709
ORD100236,V095,0.724802110272064
ORD100237,V065,0.6740773068189534
ORD100238,V027,0.787721517907834
ORD100239,V040,0.564896540010476
ORD100240,V042,0.2349114031059381
ORD100241,V049,0.8644529207855275
ORD100242,V071,0.7992955069542332
ORD100243,V083,0.45876520251214487
ORD100244,V033,0.666232920544103
ORD100245,V089,0.5510023449523456
ORD100246,V044,0.4710911865097048
ORD100247,V090,0.5697475435535222
ORD100248,V029,0.7890016657872357
ORD100249,V003,0.5325994091592898
ORD100250,V065,0.5249609283609615
ORD100251,V052,0.6751647734337457
ORD100252,V039,0.8443774045801424
ORD100253,V048,0.8012113266120778
ORD100254,V054,0.821934730520039
ORD100255,V036,0.42421165427000973
ORD100256,V090,0.8673658500876844
ORD100257,V042,0.5336566169636544
ORD100258,V057,0.4618116458451591
ORD100259,V014,0.818563597749186
ORD100260,V008,0.3963181475447191
ORD100261,V015,0.5877400653775932
ORD100262,V075,0.9163125163559418
ORD100263,V029,0.4856088035355692
ORD100264,V029,0.5941016975169349
ORD100265,V007,0.681686595005437
ORD100266,V013,0.6162166617736848
ORD100267,V087,0.6315399016760215
ORD100268,V020,0.7391874487431165
ORD100269,V001,0.510258386342411
ORD100270,V011,0.4022606806260578
ORD100271,V014,0.5211503555982843
ORD100272,V098,0.39076778128694156
ORD100273,V057,0.4259949048404192
ORD100274,V046,0.6804035177999124
ORD100275,V069,0.7244632366312248
ORD100276,V084,0.500877514965513
ORD100277,V073,0.7075119740998131
ORD100278,V007,0.7494992754196422
ORD100279,V081,0.19128671477143885
ORD100280,V022,0.5830588610988204
ORD100281,V001,0.7385991886478411
ORD100282,V048,0.6832496741538662
ORD100283,V096,0.5577630717807505
ORD100284,V048,0.5317753869543649
ORD100285,V017,0.2379759438961918
ORD100286,V031,0.6500735508685155
ORD100287,V016,0.41280060007827296
ORD100288,V038,0.33667831882312843
ORD100289,V084,0.40907286287229166
ORD100290,V007,0.6942137158885202
ORD100291,V087,0.8248621335656937
ORD100292,V080,0.5632773709673262
ORD100293,V017,0.3698352138675114
ORD100294,V048,0.6422609985335244
ORD100295,V028,0.5752467356640636
ORD100296,V099,0.2180611048703164
ORD100297,V023,0.2279746604916322
ORD100298,V024,0.6753525857269606
ORD100299,V050,0.8303321380231264
ORD100300,V087,0.6337591947535468
ORD100301,V090,0.3490824597527009
ORD100302,V027,0.2965142097558408
ORD100303,V013,0.6250334264360778
ORD100304,V028,0.67710523880219
ORD100305,V100,0.3442717519095187
ORD100306,V041,0.47800682876499634
ORD100307,V048,0.5681260823373551
ORD100308,V007,0.5437328067331885
ORD100309,V060,0.4098059982464518
ORD100310,V023,0.5745791528412848
ORD100311,V037,0.5888850913392698
ORD100312,V078,0.4175459825879306
ORD100313,V007,0.43300321637044936
ORD100314,V067,0.3923312962128084
ORD100315,V095,0.3098392027236266
ORD100316,V019,
ORD100317,V059,0.6215526104463914
ORD100318,V021,0.5883842028767761
ORD100319,V096,0.640668279887428
ORD100320,V100,0.8253695427135826
ORD100321,V066,0.7586589112310295
ORD100322,V012,0.4963166334694884
ORD100323,V018,0.5300387379764958
ORD100324,V072,0.5460291773974136
ORD100325,V026,0.7015848554469618
ORD100326,V055,0.34900902402277656
ORD100327,V094,0.6256355446691607
ORD100328,V046,0.16404622269398877
ORD100329,V022,0.4593482061775071
ORD100330,V005,0.7755644965077354
ORD100331,V029,0.6717826186914051
ORD100332,V097,0.6621380778787713
ORD100333,V041,0.36255877414302606
ORD100334,V074,0.5985317623157262
ORD100335,V018,0.8538851943425358
ORD100336,V027,0.869713012356304
ORD100337,V034,0.49029793435899555
ORD100338,V014,0.5350040053283597
ORD100339,V072,0.45548818971023525
ORD100340,V061,0.5341616635852254
ORD100341,V017,0.824843690898922
ORD100342,V045,0.7338887357214369
ORD100343,V092,0.7142826470345583
ORD100344,V027,0.34064112448420375
ORD100345,V094,0.8208709014444122
ORD100346,V066,0.4585019885621935
ORD100347,V005,0.5200533682135847
ORD100348,V057,0.454947938633362
ORD100349,V025,0.6347134228731457
ORD100350,V071,0.7134919671695232
ORD100351,V057,0.3673802945243771
ORD100352,V037,0.38373394543932593
ORD100353,V074,
ORD100354,V084,0.5362088133625935
ORD100355,V086,0.23264909194436179
ORD100356,V072,0.5340989453984925
ORD100357,V085,0.39661514945065385
ORD100358,V097,0.7540107446189651
ORD100359,V069,0.7626890587195588
ORD100360,V027,0.7545335095796113
ORD100361,V025,0.741753890802355
ORD100362,V049,0.7229225210077784
ORD100363,V052,0.5232054795662096
ORD100364,V091,0.5383130054618328
ORD100365,V023,0.7453513043911357
ORD100366,V008,
ORD100367,V029,0.7998027276377647
ORD100368,V089,0.29667205245638456
ORD100369,V074,0.5132582844951072
ORD100370,V061,0.44252980320162766
ORD100371,V011,0.3248788991168279
ORD100372,V052,0.649603556982245
ORD100373,V054,0.6132326487902171
ORD100374,V061,0.7150166366147053
ORD100375,V011,0.41869371284626067
ORD100376,V004,0.5369641346642198
ORD100377,V017,0.6254486891832656
ORD100378,V031,0.4943159776597047
ORD100379,V005,0.685302065610225
ORD100380,V094,
ORD100381,V089,0.5564170295652768
ORD100382,V070,0.6333503338597665
ORD100383,V003,0.4268575900640584
ORD100384,V056,0.7246179886266828
ORD100385,V028,0.47100629458985277
ORD100386,V013,0.2664350890526653
ORD100387,V033,0.36799120612094205
ORD100388,V035,0.5992802372674001
ORD100389,V015,0.5199453698739281
ORD100390,V095,0.32508394372555366
ORD100391,V037,0.23987457252567718
ORD100392,V019,0.618545219676983
ORD100393,V073,0.6294588015618721
ORD100394,V073,0.5653557795253493
ORD100395,V061,
ORD100396,V099,0.5380612976667793
ORD100397,V097,0.3776853005957482
ORD100398,V069,0.7276513244398526
ORD100399,V083,0.4006348364165722
ORD100400,V033,0.6404742322745756
ORD100401,V017,0.5352355104823043
ORD100402,V009,0.6041704341040475
ORD100403,V001,0.45803527388426374
ORD100404,V073,0.7406265127584191
ORD100405,V022,0.7037546741671987
ORD100406,V028,0.6900375470789802
ORD100407,V032,0.39301287365757104
ORD100408,V093,0.18535698170288573
ORD100409,V084,0.5103824777676953
ORD100410,V049,0.47444568082132094
ORD100411,V099,0.46504251355652904
ORD100412,V064,0.7516100483557542
ORD100413,V049,0.5862035338668894
ORD100414,V060,0.5338787401764598
ORD100415,V027,0.26615674422226976
ORD100416,V083,0.5256071668421862
ORD100417,V056,0.5250478201604193
ORD100418,V086,0.8140946690907811
ORD100419,V001,0.4361425052194405
ORD100420,V078,0.35095208854008786
ORD100421,V071,0.17863329567290018
ORD100422,V074,0.6264774279075145
ORD100423,V051,0.4148203335318142
ORD100424,V039,0.7484132866992337
ORD100425,V050,0.6786237311369175
ORD100426,V070,0.747955062821089
ORD100427,V054,0.7410825863369582
ORD100428,V092,0.6844262887428928
ORD100429,V056,0.6948540865138256
ORD100430,V032,0.6147603750674929
ORD100431,V027,0.6521398270332931
ORD100432,V047,0.8153646795713515
ORD100433,V050,0.4698238811770343
ORD100434,V048,0.5804595441839832
ORD100435,V086,0.3923163008391805
ORD100436,V071,0.912051376308009
ORD100437,V006,0.5930811465717265
ORD100438,V031,0.5891077404972297
ORD100439,V045,
ORD100440,V077,0.5821741233963461
ORD100441,V002,0.6459882042007559
ORD100442,V068,0.5218228399042998
ORD100443,V039,0.5037070604688523
ORD100444,V067,0.4632560491195054
ORD100445,V099,0.8322036968218998
ORD100446,V094,0.7518385882331088
ORD100447,V089,0.3135372499853317
ORD100448,V055,0.5934146926183249
ORD100449,V064,0.6521220359154467
ORD100450,V049,0.7028345686012397
ORD100451,V073,0.47007711428578797
ORD100452,V067,0.5337288067586365
ORD100453,V066,0.6718660446438313
ORD100454,V060,0.8105771431231577
ORD100455,V036,0.26724448968330156
ORD100456,V084,0.5736132103469505
ORD100457,V047,0.7532062402080235
ORD100458,V093,0.7713447223047218
ORD100459,V010,0.64948135051059
ORD100460,V017,0.51205720367085
ORD100461,V093,0.783459850715346
ORD100462,V061,0.5191175868939054
ORD100463,V030,0.7289780924132481
ORD100464,V013,0.5114976429317197
ORD100465,V075,0.705399823509534
ORD100466,V069,0.7054964926256172
ORD100467,V019,0.5190954329221887
ORD100468,V055,0.6218875665012934
ORD100469,V007,0.5907700545929575
ORD100470,V093,0.6849875604403776
ORD100471,V022,0.3872661468322959
ORD100472,V047,0.4700672448094856
ORD100473,V023,0.6437653553249841
ORD100474,V083,0.4955607287251267
ORD100475,V040,0.7256516918853338
ORD100476,V084,0.13145831056657395
ORD100477,V082,0.39287618701296184
ORD100478,V095,0.6675302599253802
ORD100479,V008,0.7074902746375166
ORD100480,V032,0.7392899276943362
ORD100481,V079,0.5522060363159892
ORD100482,V015,0.5191621484476729
ORD100483,V062,0.4028501662141976
ORD100484,V090,0.7441084009977511
ORD100485,V014,0.7428670906066404
ORD100486,V072,0.3497403303322307
ORD100487,V081,0.640659404268584
ORD100488,V070,0.7329645491194271
ORD100489,V032,0.7758942902264998
ORD100490,V036,0.6789174042339694
ORD100491,V098,0.6145175113688622
ORD100492,V014,0.740233559024921
ORD100493,V045,0.5353151992287434
ORD100494,V035,0.3478427623500056
ORD100495,V091,0.22574047812178155
ORD100496,V081,0.22603848371302188
ORD100497,V003,0.3194663882047083
ORD100498,V092,0.8489527438637217
ORD100499,V012,0.8248981756751637
ORD100500,V030,0.6349145980119097
ORD100501,V065,0.5954428196463952
ORD100502,V015,0.6332809271159505
ORD100503,V047,0.5757400539526534
ORD100504,V021,0.6535393012977615
ORD100505,V064,0.42543771956085213
ORD100506,V008,0.5543171236825006
ORD100507,V025,0.3720414534177171
ORD100508,V021,0.5629438433836093
ORD100509,V058,0.5725251086571798
ORD100510,V024,0.6720355431278331
ORD100511,V034,0.24059444755684917
ORD100512,V037,0.43893090190440864
ORD100513,V098,0.7198084154961356
ORD100514,V082,0.4927775395952862
ORD100515,V047,0.5759917064792405
ORD100516,V033,0.4345857610018741
ORD100517,V065,0.6628879581504815
ORD100518,V075,0.5332292447829136
ORD100519,V072,0.7465392945102501
ORD100520,V097,0.8896565749701506
ORD100521,V024,0.4803515560701835
ORD100522,V077,0.6356295902418914
ORD100523,V054,0.50920513002921
ORD100524,V059,0.6307497589088965
ORD100525,V016,0.6707573872026562
ORD100526,V011,0.7311910666831896
ORD100527,V015,0.607768367836275
ORD100528,V077,0.5700140273535241
ORD100529,V033,0.4331126203574428
ORD100530,V062,0.44446791942100505
ORD100531,V081,0.3872710273560065
ORD100532,V004,0.37178038772094457
ORD100533,V088,0.4179116794895682
ORD100534,V029,0.754536013766229
ORD100535,V063,0.7614149694597097
ORD100536,V004,0.6587237181756683
ORD100537,V015,0.55493050097985
ORD100538,V023,0.8136434278690602
ORD100539,V016,0.48133282530610777
ORD100540,V082,0.6216217115825113
ORD100541,V019,0.666355452131226
ORD100542,V043,0.7429160008143149
ORD100543,V088,0.8118714317878322
ORD100544,V001,0.7005160929023695
ORD100545,V037,0.31675085245400253
ORD100546,V046,0.6124343395359783
ORD100547,V071,0.820751268804302
ORD100548,V045,0.2651697249480855
ORD100549,V038,0.9200270959315507
ORD100550,V063,0.6329434085416049
ORD100551,V061,0.6982698861926909
ORD100552,V089,0.965162465302125
ORD100553,V008,0.44565051579783405
ORD100554,V078,0.30450420854117577
ORD100555,V086,0.437520116201546
ORD100556,V098,0.6604403429933143
ORD100557,V053,0.3745089134192102
ORD100558,V089,0.3734620382989816
ORD100559,V074,0.7248535626069674
ORD100560,V026,0.5121513789240337
ORD100561,V026,0.817650751099829
ORD100562,V086,0.4837418140103291
ORD100563,V029,0.617784460151999
ORD100564,V067,0.6729340173891026
ORD100565,V026,0.581542547273951
ORD100566,V065,0.7016295806047773
ORD100567,V021,0.4664051743863809
ORD100568,V090,0.3945137886631144
ORD100569,V033,0.8363674328093315
ORD100570,V008,0.7718787331873271
ORD100571,V022,0.7596038822320031
ORD100572,V096,0.2535255705691104
ORD100573,V039,0.4685054302618868
ORD100574,V080,0.3586425782980733
ORD100575,V088,0.6690392084586881
ORD100576,V025,0.28227692769573987
ORD100577,V083,0.4165433449260813
ORD100578,V083,0.8405258668872653
ORD100579,V084,0.38226189560081064
ORD100580,V099,0.5481566368875748
ORD100581,V041,0.4695700354361317
ORD100582,V090,0.6460654118914246
ORD100583,V009,0.5783302769614065
ORD100584,V060,0.534143813689469
ORD100585,V034,0.5205664875924751
ORD100586,V023,0.6946937425896501
ORD100587,V038,0.43847901462876615
ORD100588,V021,0.33339125695733407
ORD100589,V037,0.5875590951393214
ORD100590,V026,0.44005711563370387
ORD100591,V086,0.6484910278462905
ORD100592,V049,0.6000608056447035
ORD100593,V027,0.43994255719479364
ORD100594,V044,0.48722939775386187
ORD100595,V053,0.5115402941504644
ORD100596,V061,0.5908009135297576
ORD100597,V065,0.6437609678471291
ORD100598,V025,0.4087910878652015
ORD100599,V029,0.4250305871521264
ORD100600,V053,0.5865043452544716
ORD100601,V001,0.3803270961929439
ORD100602,V049,0.5897736487751027
ORD100603,V073,0.45965664607229884
ORD100604,V058,0.4366994908174232
ORD100605,V057,0.7044312667092392
ORD100606,V063,0.41447320200663745
ORD100607,V064,0.3977976464159147
ORD100608,V018,0.7533420175690335
ORD100609,V029,0.6117018937716678
ORD100610,V012,0.35849001424158344
ORD100611,V083,0.680411648927404
ORD100612,V078,0.6005575209410743
ORD100613,V013,0.5345441053672169
ORD100614,V080,0.43401936117199574
ORD100615,V053,0.7473722955498121
ORD100616,V069,0.3572967290718313
ORD100617,V032,0.780357281283839
ORD100618,V052,0.7105438849279992
ORD100619,V001,0.5623245769797799
ORD100620,V100,0.4407194658254118
ORD100621,V081,0.2957280017148236
ORD100622,V032,0.6301415394007766
ORD100623,V044,0.4641517350087667
ORD100624,V067,0.4772536285940172
ORD100625,V099,0.38804082371314075
ORD100626,V082,0.5669076432671143
ORD100627,V014,0.8571868401043322
ORD100628,V060,0.5486287042046192
ORD100629,V004,0.6517813095595147
ORD100630,V064,0.3277030089501285
ORD100631,V018,0.5923756116199765
ORD100632,V019,0.6635784866838889
ORD100633,V063,0.7625049766710129
ORD100634,V062,0.48092788911595036
ORD100635,V081,0.8148249723120065
ORD100636,V005,0.6872505503571421
ORD100637,V060,0.3364748347724734
ORD100638,V008,0.837954164264699
ORD100639,V091,0.5489188358343932
ORD100640,V039,0.3957988819283025
ORD100641,V038,0.5522201893294337
ORD100642,V065,0.49714911772542786
ORD100643,V030,0.4343272359323383
ORD100644,V074,0.7794564157773115
ORD100645,V008,0.4465582066130149
ORD100646,V001,0.37153107757401893
ORD100647,V039,0.7340068571025415
ORD100648,V066,0.5216687918586643
ORD100649,V039,0.6029963906637545
ORD100650,V030,0.7272306360248939
ORD100651,V056,0.711380351686596
ORD100652,V040,0.3895434297824059
ORD100653,V017,0.4876359980024556
ORD100654,V030,0.5780436367464932
ORD100655,V061,0.3792952003465327
ORD100656,V049,0.5580880647860114
ORD100657,V068,0.6521832844544672
ORD100658,V082,0.4613403058710547
ORD100659,V001,0.47486464251010896
ORD100660,V083,0.4843854903658348
ORD100661,V065,0.4373288258554341
ORD100662,V032,0.41424927240316795
ORD100663,V082,0.13081615994926554
ORD100664,V061,0.7289885128490183
ORD100665,V078,0.30372342406049463
ORD100666,V095,0.7478530193866112
ORD100667,V045,0.6924580292397701
ORD100668,V088,0.5859149178486455
ORD100669,V018,0.3000745415670449
ORD100670,V087,0.43270911307169607
ORD100671,V057,0.4488792329294654
ORD100672,V097,0.37978024356419865
ORD100673,V090,0.7862866390497378
ORD100674,V098,0.6154735454485855
ORD100675,V031,0.2668951070003386
ORD100676,V099,0.6872211222271799
ORD100677,V077,0.09227254952536924
ORD100678,V005,0.5986139400875419
ORD100679,V066,0.6070480294153033
ORD100680,V046,0.5777000506535175
ORD100681,V061,0.6370793354285141
ORD100682,V059,0.7025496196904482
ORD100683,V026,0.4865179155193639
ORD100684,V066,0.6456146268467065
ORD100685,V031,0.8950813695619365
ORD100686,V014,0.5428027095147692
ORD100687,V037,0.47810967700292656
ORD100688,V073,0.6278759478821748
ORD100689,V072,0.7603145896347446
ORD100690,V096,0.7559156514521563
ORD100691,V082,0.3699059936523424
ORD100692,V032,0.42616502818504676
ORD100693,V025,0.46085513576628
ORD100694,V089,0.454698513783085
ORD100695,V062,0.6409974310081438
ORD100696,V021,0.46185303508347436
ORD100697,V043,0.770645538094895
ORD100698,V076,0.3032878683249242
ORD100699,V028,0.39854261617131287
ORD100700,V022,0.4090390539368607
ORD100701,V029,0.5832574575453262
ORD100702,V050,
ORD100703,V036,0.5875724034162303
ORD100704,V013,0.6112996191708474
ORD100705,V076,0.5454993780494162
ORD100706,V077,0.8420017285192475
ORD100707,V017,0.35512345266752965
ORD100708,V057,0.5872032532409199
ORD100709,V023,0.509829904137422
ORD100710,V069,0.7599934412937698
ORD100711,V091,0.8825115226652863
ORD100712,V039,0.3620643753622321
ORD100713,V044,0.5210955980975559
ORD100714,V039,0.6688016382894811
ORD100715,V002,0.7258476704069611
ORD100716,V056,0.7661326347133757
ORD100717,V099,0.48305309769368177
ORD100718,V014,0.2870860057284601
ORD100719,V034,0.504546029578079
ORD100720,V046,0.18957764465406188
ORD100721,V036,0.5517489236109059
ORD100722,V025,0.6672780820242715
ORD100723,V061,0.3617196593568007
ORD100724,V054,0.3791207056723744
ORD100725,V020,
ORD100726,V094,0.5025754822021722
ORD100727,V019,0.5608952597676301
ORD100728,V086,0.7932341571692069
ORD100729,V037,0.5918229165220098
ORD100730,V061,0.6609658771503003
ORD100731,V027,0.6346102906691014
ORD100732,V084,0.4583091454742353
ORD100733,V056,0.7377606683772967
ORD100734,V092,0.7636070249976273
ORD100735,V080,0.5629309977831383
ORD100736,V052,0.546542104595566
ORD100737,V003,0.573344323580961
ORD100738,V092,0.32467318770639975
ORD100739,V021,0.446066041510897
ORD100740,V047,0.7147755728586896
ORD100741,V076,0.3841213787174059
ORD100742,V077,0.7680708885410965
ORD100743,V079,0.632374651873765
ORD100744,V072,0.5771578350963201
ORD100745,V023,0.732575064195535
ORD100746,V030,0.261531886171829
ORD100747,V038,0.7497520314529571
ORD100748,V023,0.4483828790341897
ORD100749,V060,0.6155994037002019
ORD100750,V058,0.4687135656719933
ORD100751,V053,0.5323289613895964
ORD100752,V014,0.542910185192191
ORD100753,V058,0.49642983769047255
ORD100754,V098,0.5390703805890541
ORD100755,V065,0.26337557178336274
ORD100756,V013,0.6768175967509702
ORD100757,V100,0.5923731997501401
ORD100758,V092,0.6758696834958801
ORD100759,V009,0.47074405831464616
ORD100760,V047,0.5949095437177648
ORD100761,V093,0.2885281758223678
ORD100762,V063,0.550939724825876
ORD100763,V091,0.47690986008862235
ORD100764,V072,0.6132416542502903
ORD100765,V030,0.7089115026792322
ORD100766,V008,0.6126904533455153
ORD100767,V021,0.6085618841396364
ORD100768,V020,0.5751023072902453
ORD100769,V014,0.4518027119192468
ORD100770,V086,0.5749219027605176
ORD100771,V050,0.5485025307904555
ORD100772,V030,0.5190380633771383
ORD100773,V086,0.6370142080241051
ORD100774,V058,0.8058681194350765
ORD100775,V054,0.699256698776632
ORD100776,V097,0.44147743836347436
ORD100777,V015,0.5213240281345605
ORD100778,V018,0.6892891495231798
ORD100779,V038,0.4426340554593357
ORD100780,V063,0.6105330090906574
ORD100781,V010,0.5660964923444444
ORD100782,V086,0.36678908790010717
ORD100783,V023,0.7874752763467732
ORD100784,V080,0.8879419012028368
ORD100785,V086,0.814013886301387
